Date/Time,Hourly Space Cooling load (W),Hourly Space Heating load (W),Hourly DHW load (W)
 03/21  22:00:00,24672643.17573176,7732222.346655463,2349332.824917784
 03/21  23:00:00,24846039.45527234,8766719.657270808,1580690.7018892204
 03/21  24:00:00,24875179.698318586,8958329.104357589,883911.4173302753
 03/22  01:00:00,24239396.998313982,9184524.751633573,1016950.5274977055
 03/22  02:00:00,23676550.954014357,9328650.47866159,641624.7342980709
 03/22  03:00:00,22689046.464972597,9747042.437862428,703459.4151083077
 03/22  04:00:00,22365071.187321544,9924924.72644697,1058085.1083647097
 03/22  05:00:00,25268281.19540822,9905605.860114915,1393184.7858944773
 03/22  06:00:00,24683659.590648364,9972735.745941304,3414640.1643808573
 03/22  07:00:00,25000793.85745578,8243745.377607529,3979773.979211101
 03/22  08:00:00,25434006.988410775,8140138.0518619,4838628.82431835
 03/22  09:00:00,45664787.2351261,12125624.2435435,5259454.35594098
 03/22  10:00:00,63035131.99118729,11888515.852142327,5345888.911928967
 03/22  11:00:00,64162715.12463414,12526557.179309616,4968917.888699281
 03/22  12:00:00,59965581.31164891,12897684.882386578,4896094.213973643
 03/22  13:00:00,45046307.217284895,14080829.811223157,4894457.054554584
 03/22  14:00:00,37239804.28340039,15635820.126069082,4189781.62009652
 03/22  15:00:00,36332519.000561416,15521542.230637752,4376298.692860476
 03/22  16:00:00,37024398.65783139,13371762.926238999,3134719.280446252
 03/22  17:00:00,39173786.6394577,12917419.995803874,3251981.832759686
 03/22  18:00:00,24346526.925039496,8944614.685183937,3862045.5482809176
 03/22  19:00:00,23471448.656070232,9605121.962174816,3725023.198025556
 03/22  20:00:00,24973574.44571985,9186557.657890733,3057789.253383127
 03/22  21:00:00,23966704.39880598,9036163.395971658,2445140.8777842717
 03/22  22:00:00,23284675.597196255,9018290.853836209,2315186.84834464
 03/22  23:00:00,23987427.651036922,10130139.170627752,1591392.3037124309
 03/22  24:00:00,24127887.54089289,10284994.337581128,1083807.175852934
 03/23  01:00:00,23463540.132802222,10386105.138024185,740717.6145631977
 03/23  02:00:00,22857254.811664924,10712385.697687961,846189.2471290098
 03/23  03:00:00,22626540.092291184,10878635.869609553,775590.2148568187
 03/23  04:00:00,23035443.164397497,10883829.312701724,846933.4746329193
 03/23  05:00:00,22965489.037419777,10893641.547525365,1462042.7313983352
 03/23  06:00:00,22309050.510296587,11420972.729316179,3465464.2896900666
 03/23  07:00:00,21431309.818226356,9720981.087409806,4058643.002367177
 03/23  08:00:00,22348513.81896474,10117485.224129423,4747359.308791197
 03/23  09:00:00,34490851.26373846,15767667.590385018,5216270.073772198
 03/23  10:00:00,37701286.33719472,15373853.262856787,5234859.193212238
 03/23  11:00:00,44288589.19424479,13758627.522179594,5232757.999872295
 03/23  12:00:00,41846845.99488145,12866093.563453535,4846221.849540449
 03/23  13:00:00,44887075.5513137,13097906.98256419,4743801.407521664
 03/23  14:00:00,52369010.07761843,12288969.08366784,4384001.899502068
 03/23  15:00:00,58299579.170890786,11845374.57898977,4196087.14303389
 03/23  16:00:00,50858745.115869194,11842614.33554147,3218057.1932129115
 03/23  17:00:00,49069843.957836665,11786028.015589993,3324555.981936764
 03/23  18:00:00,29069069.691193186,7476055.744330206,3764363.159394155
 03/23  19:00:00,24491109.579730857,8193372.635098567,3758847.176813063
 03/23  20:00:00,22912963.872435134,8474568.371423554,3036204.8863991336
 03/23  21:00:00,20504815.2053567,8435034.53144531,2496435.7686987664
 03/23  22:00:00,19005254.866848595,8580623.001881843,2373758.1134467986
 03/23  23:00:00,19067988.640702043,10012367.43427107,1562812.920620221
 03/23  24:00:00,17640601.599786643,10906845.276962468,918829.5276317911
 03/24  01:00:00,17308833.936806537,11380460.470806796,952494.5783028333
 03/24  02:00:00,17424737.763672587,11525091.223233188,634119.9271566357
 03/24  03:00:00,16760042.358609028,12501500.060637563,775297.2268010384
 03/24  04:00:00,16259398.342705498,13008402.458600003,881773.8336857267
 03/24  05:00:00,16138312.524250371,13459244.241503904,1570592.286714123
 03/24  06:00:00,15644846.583132776,16866932.937167272,3426417.6055654837
 03/24  07:00:00,15220599.226397905,13900758.351059208,3927054.691021319
 03/24  08:00:00,16436117.934647974,13368530.348825606,4891030.040691106
 03/24  09:00:00,32378765.714939702,14955428.694514656,5200200.508293289
 03/24  10:00:00,37680894.73293258,13592166.077408737,5342314.54797242
 03/24  11:00:00,41221374.15117317,12826743.321614359,4935980.150045207
 03/24  12:00:00,45207266.5547459,12036273.877190648,4810928.387284163
 03/24  13:00:00,60875969.567440584,12123033.607325194,5056107.494946369
 03/24  14:00:00,78528674.83472255,11448714.810878353,4089441.152414054
 03/24  15:00:00,81198073.28682832,11055129.32420901,4403690.715564419
 03/24  16:00:00,67999915.10752378,10898371.715634461,3096800.3789355056
 03/24  17:00:00,61144634.811169446,10977041.224300439,3342792.7828589785
 03/24  18:00:00,34020145.17167358,6538285.85775391,3703458.0767977084
 03/24  19:00:00,27547681.90332875,7296209.19833394,3779393.733564252
 03/24  20:00:00,24673925.91301944,7202105.76106362,3092601.235330705
 03/24  21:00:00,23596591.103384107,7241297.689827546,2403153.653926065
 03/24  22:00:00,24315716.101312142,7359447.940090954,2370708.878408639
 03/24  23:00:00,24791881.468409415,8344015.538770827,1620360.818350369
 03/24  24:00:00,24231612.403113548,8549345.698534189,918178.3901831178
 03/25  01:00:00,21812475.131292466,9290078.703187287,881584.0850744296
 03/25  02:00:00,20944493.13834694,9738041.296692947,633802.6736254707
 03/25  03:00:00,21620822.51625005,9947848.898582483,916152.8497356902
 03/25  04:00:00,20494121.61333539,10298011.16508814,846160.4747269709
 03/25  05:00:00,19622022.097564336,10467267.718734233,1533612.4694183732
 03/25  06:00:00,19865235.746722765,11250021.208032304,3434513.314002713
 03/25  07:00:00,20717005.389113475,10168033.820953539,3662004.223579053
 03/25  08:00:00,24513261.998705525,8260325.211019112,3571303.6306248875
 03/25  09:00:00,37774371.899806894,11862309.648856748,3654030.8241345086
 03/25  10:00:00,41093237.61257162,11544308.228872174,3515366.85109608
 03/25  11:00:00,44120898.74525326,11444282.795912515,3014308.2733736206
 03/25  12:00:00,48002390.4387136,11395017.113252992,2913656.252286178
 03/25  13:00:00,54676891.44827744,11311760.624425102,2616412.4550478975
 03/25  14:00:00,58310310.280018575,11175770.019139256,2371862.9200583627
 03/25  15:00:00,72481115.00556162,10812912.632627163,2706211.6709134383
 03/25  16:00:00,75174686.06806321,10660387.17087834,2906562.653345113
 03/25  17:00:00,50810911.16208382,5699659.998878335,3211522.287927571
 03/25  18:00:00,40867891.69060669,7483833.181025959,3136477.239613944
 03/25  19:00:00,30206443.10037658,8206956.466741061,3119070.063490506
 03/25  20:00:00,25534722.088640325,8657377.741455419,2860193.097390322
 03/25  21:00:00,24264682.698027726,8918758.225127822,2575495.460791102
 03/25  22:00:00,23528883.48516229,9176360.704331607,2219125.4126865515
 03/25  23:00:00,22883339.779409528,9499261.031521149,1463907.2192753535
 03/25  24:00:00,22593650.090960454,9809316.404254455,1132358.82591188
 03/26  01:00:00,22638861.39356784,10102469.517265277,808830.0760730148
 03/26  02:00:00,23920003.35979876,10136601.194864944,739358.9781776594
 03/26  03:00:00,23074132.09987489,10636783.074872818,774655.2924720902
 03/26  04:00:00,21529315.712943852,11139920.343192903,987353.6632615431
 03/26  05:00:00,20366899.68982403,11637611.761691181,1490599.7263317895
 03/26  06:00:00,20218680.599179756,11490750.577162417,3322657.3162506395
 03/26  07:00:00,21638312.18739091,10998293.368739085,3703498.0860106167
 03/26  08:00:00,22253764.953385416,9595838.992673129,3588484.2791211233
 03/26  09:00:00,25852347.121820264,9108880.717068624,3499598.544242139
 03/26  10:00:00,26697255.82513209,8646658.804666644,3398734.2535778843
 03/26  11:00:00,27024665.24108467,8369257.454021389,3020308.217426899
 03/26  12:00:00,29674364.6323891,8183002.526413463,2814590.3109770995
 03/26  13:00:00,37047148.34091233,7919418.589334518,2567657.9279273436
 03/26  14:00:00,43832934.91146558,7798442.506526651,2423670.449010285
 03/26  15:00:00,44819386.448858626,7885154.03413397,2520375.66958205
 03/26  16:00:00,47199596.28070613,9176536.286395699,2882175.5000443864
 03/26  17:00:00,42993946.67672528,9287547.711038884,3078574.6637052097
 03/26  18:00:00,40541365.54333848,9406090.852900798,3297097.555454017
 03/26  19:00:00,39024235.65590346,9571382.77898233,3096569.832285189
 03/26  20:00:00,36978378.18056589,9675987.268906863,2796442.2208604044
 03/26  21:00:00,33729899.18917016,9754991.87223406,2542207.0572411795
 03/26  22:00:00,33364542.266605824,10022535.80543509,2217994.1814769227
 03/26  23:00:00,32982508.671377216,10055750.960578054,1595775.0504473946
 03/26  24:00:00,29988823.567435358,9978981.377189593,999884.4717421477
 03/27  01:00:00,28955710.124376897,9851221.78047414,810165.031412062
 03/27  02:00:00,28867536.533458762,9913079.9289717,844901.4211119574
 03/27  03:00:00,28458561.911875427,10187464.481622769,735080.8028880404
 03/27  04:00:00,28726991.937935088,10561145.206170084,884915.3018826398
 03/27  05:00:00,28340945.692964345,10781397.171573896,1496830.2846936986
 03/27  06:00:00,27406016.155603003,10682237.895626657,3469987.099167785
 03/27  07:00:00,26163478.9273053,8866596.582553623,3913696.8262360627
 03/27  08:00:00,26848551.73508978,8110615.798387854,4890586.411258918
 03/27  09:00:00,44846342.020947374,13098741.897777233,5226313.001908746
 03/27  10:00:00,45611299.49525601,13034782.08131841,5151709.960651075
 03/27  11:00:00,45878254.97890634,13549098.52742441,5123574.364572487
 03/27  12:00:00,46668332.08982241,13660748.099299818,4741198.291351682
 03/27  13:00:00,49410231.478501976,13982454.523808993,4918120.338429341
 03/27  14:00:00,54524999.88109911,13323532.595058473,4184537.6274224273
 03/27  15:00:00,55233847.281168744,13140966.668366864,4348001.698792488
 03/27  16:00:00,49397297.13597394,13467086.99858973,3146956.508128706
 03/27  17:00:00,46929719.61246962,13751179.730183337,3470767.7731766766
 03/27  18:00:00,28950161.808369983,9198566.438182678,3700990.33729863
 03/27  19:00:00,26590001.185637586,9600663.476794135,3702841.6404495365
 03/27  20:00:00,24770811.282666516,9422316.986083353,3084689.2321678335
 03/27  21:00:00,23468649.402307823,8987635.850730414,2523511.2493447624
 03/27  22:00:00,22152679.61099328,9397745.63894551,2195811.854307697
 03/27  23:00:00,21393510.60389226,10803629.682533678,1600107.2796571539
 03/27  24:00:00,21718664.23929495,11152663.554224424,904906.0426454138
 03/28  01:00:00,21212837.620971262,11658757.830104806,915971.772820424
 03/28  02:00:00,20523073.144140795,11778445.07459906,809319.2691707711
 03/28  03:00:00,21577229.610004734,11761618.582473261,738731.7610633767
 03/28  04:00:00,23227727.224407572,11752919.239121098,845308.2493227399
 03/28  05:00:00,23543902.343612246,11619149.325583218,1532646.891976574
 03/28  06:00:00,22484230.30331333,12168376.420107888,3458540.946936291
 03/28  07:00:00,23184556.92268329,9926237.316390023,3903534.577789834
 03/28  08:00:00,25979808.98391753,8803318.443168484,4880952.961166552
 03/28  09:00:00,47152533.97835264,12588701.257201426,5229213.316910911
 03/28  10:00:00,49028896.01228781,12128042.960660553,5196782.608660357
 03/28  11:00:00,50421847.74325592,12214767.80182776,5148628.741033283
 03/28  12:00:00,66835858.040026546,12173231.051124495,4711294.195694819
 03/28  13:00:00,81957442.04497966,12245780.022750456,4951159.565496258
 03/28  14:00:00,82035681.86361389,11601979.588729668,4181206.9985413584
 03/28  15:00:00,79956726.68512776,11309807.687161047,4347969.361034022
 03/28  16:00:00,61667774.9988592,11323004.94074398,3127873.593527785
 03/28  17:00:00,58576505.19816694,11483680.429452341,3356949.719755104
 03/28  18:00:00,35477416.81091729,7180941.348753057,3630524.987605111
 03/28  19:00:00,28820437.479870867,7792769.626059136,3776337.351183159
 03/28  20:00:00,27178960.41251954,7511683.026962491,3123567.191748196
 03/28  21:00:00,24959199.162097786,7489008.261476111,2354886.178433736
 03/28  22:00:00,23462732.230311297,7707019.722414333,2343538.8039376517
 03/28  23:00:00,23707445.92576448,8622518.36865742,1618328.0696638625
 03/28  24:00:00,24619740.556727566,8853557.274982888,987910.5005058232
 03/29  01:00:00,24975642.036883958,9065141.967700122,809541.2042439694
 03/29  02:00:00,25214889.80351041,9381602.10315437,703100.8651603861
 03/29  03:00:00,24778723.387236472,9708541.231263934,914871.6741836907
 03/29  04:00:00,23245121.450277794,9915888.656815985,844917.0852122677
 03/29  05:00:00,22232494.63915843,10352201.378997084,1460068.653169627
 03/29  06:00:00,21394655.81283688,11235688.255409082,3450940.6015667585
 03/29  07:00:00,21538409.5876925,8778326.637010017,4009214.4801702593
 03/29  08:00:00,24102682.69457347,8315892.612362585,4746902.489506622
 03/29  09:00:00,44917186.46574904,12061815.598082084,5191040.746002584
 03/29  10:00:00,50109789.09222292,12002912.453285778,5218566.77695578
 03/29  11:00:00,53107595.28736077,12436279.377966275,5094950.7528009955
 03/29  12:00:00,61925186.21104643,12263392.878404303,4907911.889227174
 03/29  13:00:00,74458988.874619,12318522.29679603,4824673.125698072
 03/29  14:00:00,78823386.3369764,11584161.164879564,4098709.0594112733
 03/29  15:00:00,83682983.62633511,11276943.09607893,4334735.860999214
 03/29  16:00:00,70510822.65094791,11320569.044902314,3258045.3213049253
 03/29  17:00:00,64059555.43750411,11667944.137822468,3340125.529810364
 03/29  18:00:00,38261189.972706795,7263051.841804777,3674417.0716274725
 03/29  19:00:00,29986715.002583254,7784422.235889036,3808458.462464688
 03/29  20:00:00,28424722.757993773,7466563.447610189,2951510.297786538
 03/29  21:00:00,27416680.93767438,7375520.589130024,2635894.3752752002
 03/29  22:00:00,25589187.8807471,7526074.515452408,2136221.7210260076
 03/29  23:00:00,25849857.842417147,8490302.49358299,1500972.7479732065
 03/29  24:00:00,25826200.312600616,8673433.606907187,987188.8152693699
 03/30  01:00:00,25412031.632933874,8906578.348208059,915618.8145409852
 03/30  02:00:00,25442945.206800513,9096988.515801368,808636.3822439288
 03/30  03:00:00,24569876.249996565,9353761.219348721,703893.5117631167
 03/30  04:00:00,22988087.515773125,9836394.321448566,808122.3897087153
 03/30  05:00:00,21413805.9181745,10385398.940638049,1549033.5112742055
 03/30  06:00:00,20417420.678222112,11472892.095487636,3515109.5024049794
 03/30  07:00:00,21335784.60755632,8819846.108610384,3922612.770860814
 03/30  08:00:00,24534812.07377193,8404245.913444158,4895080.41254666
 03/30  09:00:00,44958514.85142348,12319388.742537927,5176105.9400085835
 03/30  10:00:00,57536715.67670327,11959054.727600003,5171532.49780603
 03/30  11:00:00,78481633.12693943,11885256.401025124,5074635.300765737
 03/30  12:00:00,89697928.82966502,11829463.8024581,4807348.740015478
 03/30  13:00:00,94339667.43967335,12059550.872833585,4881711.543195066
 03/30  14:00:00,94785683.46715459,11312671.646359015,4242521.335461566
 03/30  15:00:00,99481310.5634841,11022409.84006292,4249112.488227623
 03/30  16:00:00,85658559.90593824,11000288.659106048,3214515.179089939
 03/30  17:00:00,68630089.00483385,11136226.842398755,3323827.4844090827
 03/30  18:00:00,38541459.728855506,6860526.980765486,3706857.1005382026
 03/30  19:00:00,30331937.133490935,7516772.856638999,3656610.148699591
 03/30  20:00:00,28452998.344459616,7244367.230789758,3082886.681104487
 03/30  21:00:00,27750489.70363416,7184844.6665114425,2511102.884851728
 03/30  22:00:00,26552582.13138906,7267151.8042192925,2197160.549121448
 03/30  23:00:00,26263000.03451211,8242139.290022743,1652542.4523736474
 03/30  24:00:00,26241321.757338177,8448355.173103167,967834.4520757481
 03/31  01:00:00,26354920.87219824,8613620.080838311,787696.3800575362
