Time,VAV WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],FLR_3_DOAS:DesPer 1:Des Heat Mass Flow [kg/s],FLR_3_DOAS:DesPer 1:Des Heat Cap [W],FLR_3_DOAS:DesPer 1:Des Cool Mass Flow [kg/s],FLR_3_DOAS:DesPer 1:Des Sens Cool Cap [W],FLR_3_DOAS:DesPer 1:Des Tot Cool Cap [W],FLR_3_DOAS:DesPer 2:Des Heat Mass Flow [kg/s],FLR_3_DOAS:DesPer 2:Des Heat Cap [W],FLR_3_DOAS:DesPer 2:Des Cool Mass Flow [kg/s],FLR_3_DOAS:DesPer 2:Des Sens Cool Cap [W],FLR_3_DOAS:DesPer 2:Des Tot Cool Cap [W]
21:00:00,8.818905E+00,1.143166E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.258888E+01,2.839933E+05,3.024141E+05,3.429412E+00,4.445436E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.582986E+01,2.107488E+05,2.020406E+05
21:10:00,8.818807E+00,1.143153E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.255689E+01,2.816881E+05,2.999977E+05,3.429433E+00,4.445462E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.576418E+01,2.077597E+05,1.990555E+05
21:20:00,8.818717E+00,1.143142E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.252534E+01,2.793876E+05,2.976322E+05,3.429453E+00,4.445488E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.570023E+01,2.048106E+05,1.961099E+05
21:30:00,8.818636E+00,1.143131E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.249410E+01,2.770908E+05,2.952480E+05,3.429472E+00,4.445513E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.563766E+01,2.018967E+05,1.931989E+05
21:40:00,8.818568E+00,1.143122E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.246311E+01,2.747968E+05,2.928442E+05,3.429491E+00,4.445538E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.557623E+01,1.990141E+05,1.903188E+05
21:50:00,8.818512E+00,1.143115E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.243232E+01,2.725049E+05,2.904395E+05,3.429509E+00,4.445562E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.551573E+01,1.961596E+05,1.874663E+05
22:00:00,8.818469E+00,1.143110E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.240167E+01,2.702147E+05,2.880397E+05,3.429527E+00,4.445585E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.545599E+01,1.933309E+05,1.846397E+05
22:10:00,8.818446E+00,1.143107E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.236246E+01,2.682606E+05,2.859524E+05,3.429634E+00,4.445723E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.539767E+01,1.909949E+05,1.823123E+05
22:20:00,8.818435E+00,1.143105E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.232368E+01,2.663115E+05,2.839657E+05,3.429731E+00,4.445850E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.534072E+01,1.886878E+05,1.800131E+05
22:30:00,8.818425E+00,1.143104E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.228535E+01,2.643674E+05,2.819367E+05,3.429693E+00,4.445800E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.528509E+01,1.864088E+05,1.777412E+05
22:40:00,8.818445E+00,1.143106E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.224748E+01,2.624284E+05,2.798647E+05,3.429741E+00,4.445863E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.523074E+01,1.841568E+05,1.754959E+05
22:50:00,8.818479E+00,1.143111E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.221006E+01,2.604945E+05,2.777914E+05,3.429741E+00,4.445862E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.517765E+01,1.819314E+05,1.732766E+05
23:00:00,8.818535E+00,1.143118E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.217310E+01,2.585657E+05,2.757305E+05,3.429752E+00,4.445876E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.512581E+01,1.797318E+05,1.710829E+05
23:10:00,8.818609E+00,1.143128E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.213964E+01,2.566764E+05,2.737240E+05,3.429764E+00,4.445892E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.507442E+01,1.775483E+05,1.689049E+05
23:20:00,8.818701E+00,1.143140E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.210632E+01,2.547884E+05,2.717990E+05,3.429777E+00,4.445908E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.502342E+01,1.753801E+05,1.667422E+05
23:30:00,8.818805E+00,1.143153E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.207310E+01,2.529017E+05,2.698358E+05,3.429790E+00,4.445925E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.497278E+01,1.732267E+05,1.645941E+05
23:40:00,8.818937E+00,1.143170E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.210692E+01,2.517682E+05,2.688402E+05,3.429984E+00,4.446178E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.492263E+01,1.710895E+05,1.624622E+05
23:50:00,8.819059E+00,1.143186E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.213767E+01,2.505998E+05,2.673852E+05,3.430099E+00,4.446326E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.487271E+01,1.689653E+05,1.603433E+05
24:00:00,8.819149E+00,1.143198E+05,8.702181E+00,0.000000E+00,0.000000E+00,8.702179E+00,0.000000E+00,2.211685E+01,2.488522E+05,2.653882E+05,3.430198E+00,4.446455E+04,2.468056E+00,0.000000E+00,0.000000E+00,2.468056E+00,0.000000E+00,1.482317E+01,1.668559E+05,1.582395E+05
Coinc Peak   ,8.819657E+00,2.421954E+01,1.143264E+05,3.788145E+05,3.430198E+00,1.992826E+01,4.446455E+04,3.704640E+05
NonCoinc Peak,8.819945E+00,2.459666E+01,1.143264E+05,3.788145E+05,3.430198E+00,2.099782E+01,4.446455E+04,3.704640E+05
