Date/Time,CORE_BOTTOM SUB CAT:Water Use Connections Plant Hot Water Energy [J](Hourly),CORE_MID SUB CAT:Water Use Connections Plant Hot Water Energy [J](Hourly),CORE_TOP SUB CAT:Water Use Connections Plant Hot Water Energy [J](Hourly),DATACENTER_EXTRAWATERHEATC:Heating Coil Heating Rate [W](Hourly),CORE_BOTTOM VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),CORE_MID VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),CORE_TOP VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_3 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_2 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_1 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_4 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_3 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_2 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_1 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_4 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_3 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_2 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_1 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_4 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),CAV_BAS_HEATC:Heating Coil Heating Rate [W](Hourly),VAV_BOT WITH REHEAT_HEATC:Heating Coil Heating Rate [W](Hourly),VAV_MID WITH REHEAT_HEATC:Heating Coil Heating Rate [W](Hourly),VAV_TOP WITH REHEAT_HEATC:Heating Coil Heating Rate [W](Hourly),CAV_BAS_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),VAV_BOT WITH REHEAT_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),VAV_MID WITH REHEAT_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),VAV_TOP WITH REHEAT_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER BASEMENT:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER BOT:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER MID:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER TOP:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER BASEMENT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER BOT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER MID:Heating Coil Heating Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER TOP:Heating Coil Heating Rate [W](Hourly),DATACENTER_EXTRAELECHEATC:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER BASEMENT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER BOT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER MID:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER TOP:Heating Coil Heating Rate [W](Hourly) 
 07/25  15:00:00,6858857.315736728,68588573.15736728,6858857.315736728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29308.96281592209,51468.19926830961,373005.16070336729,42161.10159790244,169228.73622502198,5798.882421766,54449.14107896493,5535.003375516192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  16:00:00,9140931.107590916,91409311.07590913,9140931.107590916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25454.56450551793,48979.965141274086,363590.631587812,41149.30557546891,152923.75493243696,5864.460283888292,55227.756215023146,5603.984351839487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  17:00:00,5400529.1471341759,54005291.471341747,5400529.1471341759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11669.936146083588,31532.745880994582,236235.91852199136,26327.257217230668,126562.04805482443,5877.557852600029,55428.41315912044,5626.010883208562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  18:00:00,4360992.990307541,43609929.9030754,4360992.990307541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.7079909440643,21137.18794900188,177879.71852263876,17818.653725739547,91743.93269971413,5909.249328693354,55810.57621802337,5660.101054574894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  19:00:00,3114648.2739503157,31146482.739503154,3114648.2739503157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13904.998688687874,117394.42961620487,11705.453897324893,53402.207661270244,6004.580070639004,56772.388036744574,5740.070809965182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  20:00:00,3529568.3988149159,35295683.98814916,3529568.3988149159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8438.276889047573,72225.98792963721,7194.65007603039,22640.24878800879,5853.956711025595,55363.84594923642,5569.013337502186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  21:00:00,1680990.2033681209,16809902.033681208,1680990.2033681209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5408.98605239581,48038.94770154863,4797.96387802505,3042.9284178356358,5680.241010457045,53237.62978412564,5313.612747972252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  22:00:00,1065545.336359034,10655453.363590343,1065545.336359034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100835.71467521123,5627.909718733128,51929.23283758773,5130.603669956827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  23:00:00,1067066.9430338713,10670669.430338713,1067066.9430338713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5673.181396681463,51749.06185430885,5064.18520855446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/25  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5701.66261903528,51635.902471346875,5011.745260755107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5709.523319953547,51386.50908649411,4949.611193847767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5711.536386523345,51141.473057013274,4890.713674360261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5713.284974231757,50954.78603373023,4841.712414208578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.736294014628,0.0,0.0,0.0,0.0,5696.971891385168,50823.30336471772,4803.46269485253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3541.9049848924958,5.47693572647934,0.0,0.0,0.0,5667.436752294362,50808.69428505736,4784.187264457853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  06:00:00,1493681.1493683714,14936811.493683715,1493681.1493683714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.26842050268385,0.0,0.0,0.0,0.0,0.0,0.0,2234.905913616834,38.284624642145868,0.049286274739411089,0.0,9.113907688393227,5615.453331072001,50492.180173192,4746.7790341918639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  07:00:00,4054277.405428438,40542774.05428439,4054277.405428438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.3943209297374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12857584131961295,0.503981375378979,0.05132303654197549,0.0,5577.137159574769,49810.586882028816,4676.925080120224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  08:00:00,7468405.746841857,74684057.46841859,7468405.746841857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6340.657050786128,38284.02066503376,2979.133919019052,1526.6201397210969,5634.934843974075,50478.37438320407,4759.338304347319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  09:00:00,7934490.756530665,79344907.56530667,7934490.756530665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098.718126823714,18337.385777078478,122287.92673952371,9498.717417698588,40237.08102895068,5687.4233028401499,51631.60429098893,4941.665623647245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  10:00:00,8102938.9672172679,81029389.67217267,8102938.9672172679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11632.655912817267,30610.827604911978,211291.3973509088,18438.695499753692,91227.7877389865,5713.518686493265,52394.66906450659,5102.602494965459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  11:00:00,9771134.135089525,97711341.35089524,9771134.135089525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19718.87501061222,39604.749649234356,280220.92497366867,26349.62596329389,130774.63234152882,5727.479720358592,52937.124080292015,5234.671088618671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  12:00:00,11847425.851925498,118474258.519255,11847425.851925498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24022.25840630577,42673.4255854245,299636.3429367297,30342.637121414427,163473.12487431305,5735.929296488996,53288.52493216531,5331.317046868035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  13:00:00,11222440.30976221,112224403.0976221,11222440.30976221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34881.94590496804,55308.37427859506,401932.4433730468,42546.688719548285,191767.1204451374,5742.371540276974,53537.41509330943,5401.5912064791659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  14:00:00,7059605.374572631,70596053.7457263,7059605.374572631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36725.98752372231,58622.63624200018,429129.92501417038,47758.83357100437,196156.95152572974,5760.358266592132,54018.2877333454,5477.885750177625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  15:00:00,6858083.578580887,68580835.78580886,6858083.578580887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34100.21210970027,58083.341796463785,439353.7073068715,49345.87280827523,189700.55719026525,5807.697487168982,54747.67583260932,5556.861431552024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  16:00:00,9140815.553115307,91408155.53115306,9140815.553115307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31681.736177437837,57142.79535854655,441711.2535365865,49720.375237805594,181784.8941972703,5871.869607179557,55423.08456611322,5620.533298478423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  17:00:00,5399539.533248507,53995395.332485068,5399539.533248507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17785.828718698274,37667.38197008,287588.8005673063,32076.474039516586,157280.18937428413,5879.156096094051,55579.93502836677,5638.51773911488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  18:00:00,4360015.557975275,43600155.57975276,4360015.557975275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5458.2183802029189,25249.15275947022,216382.95338577254,21705.65738026038,120799.61957095909,5884.865824101744,55718.19839856907,5648.517331567452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  19:00:00,3113985.708553193,31139857.085531936,3113985.708553193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16801.772347634636,144590.0161942679,14430.574380618427,78448.47195214652,5909.771089844254,55973.885472297734,5659.610672379799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  20:00:00,3529368.1305144436,35293681.30514443,3529368.1305144436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10230.3496972088,89384.88938038978,8918.931321039248,39442.00801016718,5772.812186879775,54639.50087760058,5494.845078505408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  21:00:00,1682672.5602683253,16826725.602683247,1682672.5602683253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5389.332226231719,48403.251493596246,4834.3997562447379,5714.892153346605,5652.912770084466,52887.47383155319,5275.113058535761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  22:00:00,1065651.3526571857,10656513.526571857,1065651.3526571857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5614.554180361239,51830.89604670636,5116.7162332163729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  23:00:00,1066915.1066916942,10669151.06691694,1066915.1066916942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153744.23096497954,5667.3587413110149,51789.85653871976,5064.374617423979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/26  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152183.28689963826,5698.626104035439,51765.507821527724,5022.007809146849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151030.09095896458,5708.842938598929,51582.77138085293,4969.443275777195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5712.879208244129,51389.244604375795,4920.2559483357649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5715.718872993624,51227.42613487705,4878.264205545073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.1372238289391,42.62610857732053,0.0,0.0,0.0,5699.2867429836119,51103.772162428686,4844.288421142836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3980.4739957460667,179.93790567950217,0.0,0.0,0.0,5673.5061405676319,51075.947316702724,4825.293739481418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  06:00:00,1493491.3805693684,14934913.805693683,1493491.3805693684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2548.411725741326,994.515898064411,7400.606451533159,445.9118474398708,0.0,5619.9060295706399,50741.33330662039,4785.355940970724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  07:00:00,4053762.3186882857,40537623.18688286,4053762.3186882857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.8573121647508,10647.193224435343,1054.7900891623743,0.0,5580.491698717539,50059.724419307015,4714.049635573997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  08:00:00,7467456.902846841,74674569.02846842,7467456.902846841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9292.66146722108,59366.68845375977,4591.189274662247,6418.467840451215,5638.817963906052,50745.470533192245,4800.60270315918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  09:00:00,7934778.530601483,79347785.30601482,7934778.530601483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862.762532814539,20388.317733337793,141130.1660962478,11161.233559483006,53060.17720286569,5690.363314263474,51871.92712058433,4985.214346945746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  10:00:00,8101811.350462886,81018113.50462884,8101811.350462886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11738.108965215522,31445.680178717175,221752.52442317466,19702.24470013195,101701.16216711064,5713.705062932971,52563.46846135887,5135.090876466027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  11:00:00,9769727.580472585,97697275.80472587,9769727.580472585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20094.001253578008,43794.76301132482,305643.9353400148,28718.598550175375,144541.5319604234,5725.660357451314,53038.56193402009,5253.876124210509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  12:00:00,11846373.318016494,118463733.18016494,11846373.318016494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25379.9390425647,49263.29885836324,348832.8053462637,35410.96760323009,182280.18692885014,5732.339739570878,53325.87774828199,5338.090823894382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  13:00:00,11220540.163761413,112205401.63761413,11220540.163761413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37329.521487271915,65325.917453652975,475235.5226227905,50286.688264165095,214216.0767866657,5738.381573318574,53535.4395931955,5400.21083972043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  14:00:00,7059294.103123874,70592941.03123874,7059294.103123874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39753.7303914678,68778.54998351797,501201.84786101637,55843.89452269604,220014.82884432635,5754.6633295453789,53988.97440427179,5472.328322026711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  15:00:00,6857070.826344736,68570708.26344736,6857070.826344736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37145.211354015344,70074.38186669414,527622.5829867312,59357.96795061423,213719.44263574598,5801.306614286096,54728.91836649173,5552.274418206908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  16:00:00,9139182.202093319,91391822.02093317,9139182.202093319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34741.73752441381,70384.25994966986,542006.2831401578,61203.728896153996,205853.20530109586,5868.51114263484,55439.24519500261,5619.309524475832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  17:00:00,5398917.671779126,53989176.71779125,5398917.671779126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20082.107403151353,43800.59393232565,334463.048826484,37365.818659356715,176643.65053504447,5882.095125438183,55650.4077972882,5642.91741001888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  18:00:00,4359547.851774884,43595478.51774883,4359547.851774884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6825.077935536581,27022.791564571176,234601.6777107746,23539.309591487614,134080.18896367259,5915.149126756881,56059.019555424275,5679.303971376197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  19:00:00,3113750.12476092,31137501.247609207,3113750.12476092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.35554232676962,17843.651011185008,154573.49940972855,15423.301258529036,84179.12153830265,6012.443531206176,57043.950901680946,5762.9207731474239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  20:00:00,3528872.381950405,35288723.81950404,3528872.381950405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11177.18924477597,98001.08535655809,9762.010426689587,46935.54728114145,5850.605740129186,55530.37548293694,5584.312429615603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  21:00:00,1682122.4822556314,16821224.822556314,1682122.4822556314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8098.953740408305,73234.42680299771,7319.989547818452,25285.82549723081,5678.299912636383,53450.74607617094,5333.982931846158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  22:00:00,1065466.4668927245,10654664.668927242,1065466.4668927245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205207.41557360439,5628.588621066792,52251.3919372583,5162.748421217076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  23:00:00,1066779.5575495489,10667795.575495488,1066779.5575495489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5677.288935088524,52175.38344844643,5109.552268877135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 07/27  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5709.475265028793,52138.14457372466,5069.007439577638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
