Date/Time,CORE_BOTTOM SUB CAT:Water Use Connections Plant Hot Water Energy [J](Hourly),CORE_MID SUB CAT:Water Use Connections Plant Hot Water Energy [J](Hourly),CORE_TOP SUB CAT:Water Use Connections Plant Hot Water Energy [J](Hourly),DATACENTER_EXTRAWATERHEATC:Heating Coil Heating Rate [W](Hourly),CORE_BOTTOM VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),CORE_MID VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),CORE_TOP VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_3 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_2 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_1 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_BOT_ZN_4 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_3 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_2 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_1 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_MID_ZN_4 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_3 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_2 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_1 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),PERIMETER_TOP_ZN_4 VAV BOX REHEAT COIL:Heating Coil Heating Rate [W](Hourly),CAV_BAS_HEATC:Heating Coil Heating Rate [W](Hourly),VAV_BOT WITH REHEAT_HEATC:Heating Coil Heating Rate [W](Hourly),VAV_MID WITH REHEAT_HEATC:Heating Coil Heating Rate [W](Hourly),VAV_TOP WITH REHEAT_HEATC:Heating Coil Heating Rate [W](Hourly),CAV_BAS_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),VAV_BOT WITH REHEAT_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),VAV_MID WITH REHEAT_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),VAV_TOP WITH REHEAT_COOLC:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER BASEMENT:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER BOT:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER MID:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP COOLING MODE AIRLOOP DATACENTER TOP:Cooling Coil Total Cooling Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER BASEMENT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER BOT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER MID:Heating Coil Heating Rate [W](Hourly),HEAT PUMP HEATING MODE AIRLOOP DATACENTER TOP:Heating Coil Heating Rate [W](Hourly),DATACENTER_EXTRAELECHEATC:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER BASEMENT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER BOT:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER MID:Heating Coil Heating Rate [W](Hourly),HEAT PUMP DX SUPP HEATING COIL AIRLOOP DATACENTER TOP:Heating Coil Heating Rate [W](Hourly) 
 02/06  13:00:00,13101792.316172576,131017923.16172576,13101792.316172576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.90151921082353,243.35790099519637,0.0,15.839312551464799,0.0,0.0,0.0,0.0,0.0,29.46859909871226,0.0,0.0,492.43428705610315,3826.029605730618,31551.400168472985,2682.7402701419075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  14:00:00,12415013.734460559,124150137.34460558,12415013.734460559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3756.0725191634417,14797.054491413897,1014.4655864275437,259.8582702555899,3847.2005089233887,32082.770028581184,2805.9368899154994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  15:00:00,7818797.785450273,78187977.85450273,7818797.785450273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8579.78888567405,46488.852111705964,3563.9224573639464,0.0,3896.156933328495,33331.38982503956,3012.363359197832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  16:00:00,7588198.516577426,75881985.16577426,7588198.516577426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.8873282354942,13046.055607021372,79266.01518371373,6127.373205005763,0.0,3948.8658748590826,34979.374172451586,3250.3656226197397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  17:00:00,10115555.88824965,101155558.88249649,10115555.88824965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8182.5671393278139,48048.54809960391,3521.4368487126596,12.389180822901542,4049.9198256427596,36877.34500449025,3514.7478606052898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  18:00:00,5970075.233926371,59700752.33926371,5970075.233926371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.495312394898,187.32058204308889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.02427054543299,559.796352645352,13.839861655574249,7.080290597460205,4009.0087146410335,36687.78172523798,3499.84965443015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  19:00:00,4827879.3246907829,48278793.24690781,4827879.3246907829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.4997157262611,0.0,0.0,1058.9539013461843,1034.773078159876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.266061853128226,3837.2255881276639,34014.57182334361,3156.027889264868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  20:00:00,3440928.4519484888,34409284.51948489,3440928.4519484888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3545.3916497048746,0.0,0.0,1526.239618000399,1327.2524142320784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.836349831281458,3717.9725174544166,31949.313014788673,2882.345345814034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  21:00:00,3906937.9357933958,39069379.357933949,3906937.9357933958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765.5334377279349,5959.172270351486,0.0,0.0,1815.815562439079,1519.3376542315107,0.0,158.50579183783735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.13650490509147,3646.2989048668357,30616.892185779634,2699.1941479284739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  22:00:00,1824919.1080085817,18249191.080085819,1824919.1080085817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4395.81212205168,7321.504839757574,0.0,0.0,1960.196502618722,1615.932590480905,0.0,564.7527392043447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.3660356256578,3601.8579462757068,29696.50507410084,2574.938759824821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  23:00:00,1162094.2195457062,11620942.195457064,1162094.2195457062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1007.5118351794512,3590.549630834114,29157.54098187516,2491.948887036446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/06  24:00:00,1177422.9271287255,11774229.271287257,1177422.9271287255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.8691415645809,3653.5275256280767,29352.870717438065,2460.4252019496577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.3483494104536,3692.026454475024,29454.82044095457,2423.2019114224206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.9641340865579,3701.999124885819,29357.736664069304,2369.58329110739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.7796982243,3701.3091816017715,29196.852662497822,2310.975949913049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145.329581494456,3694.5869396056516,28983.812176231,2246.4583991568695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2038.4266131921875,3686.189713592325,28756.77183452598,2179.896757512693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.5742728524568,1460.660634471984,746.8430301850189,465.4450450746195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.164374404237,3670.2489921579897,28667.11705936192,2126.515136876512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  07:00:00,1648293.0146277527,16482930.146277532,1648293.0146277527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14054.055493307535,13979.095255831477,1758.4081612870498,4780.480191900427,4792.0889672036569,3578.20689728214,3645.0409720606246,2574.2237784398437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.1208958763577,3601.015844235581,28419.765062902676,2088.80592533924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  08:00:00,4473938.182561043,44739381.82561043,4473938.182561043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11286.088713775933,11869.914266710717,2641.1614047624509,4962.2195839873779,3660.532355365913,2787.4573620243124,2793.083092920327,1967.317580023928,0.0,0.0,20288.552150980035,6155.724893823626,0.0,0.0,0.0,0.0,506.3530413988861,3549.34653210764,27993.997111806024,2127.2360986068008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  09:00:00,8241465.073138761,82414650.73138762,8241465.073138761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.47539650418388,0.0,0.0,1318.0987262206746,1269.0279348995414,707.3990036375036,597.4460103195704,0.0,0.0,9631.591087732966,5233.93526242604,0.0,0.0,0.0,0.0,348.3996337564626,3622.8674086492717,28943.761954449725,2282.7351862350676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  10:00:00,8737640.87892207,87376408.7892207,8737640.87892207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.7663521362379,755.952751097659,157.5638854750122,338.04216780367968,0.0,0.0,0.0,3904.2176922483638,0.0,0.0,0.0,0.0,88.70541219543418,3712.6521649352778,30329.666754346854,2474.5232531359786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  11:00:00,8963541.192079848,89635411.92079847,8963541.192079848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.03536595960949,348.0759023385794,0.0,23.650160639606125,0.0,0.0,0.0,1096.0520678224487,0.0,0.0,0.0,0.0,0.0,3761.168164168283,31135.52623713885,2609.2512582944448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  12:00:00,10809212.340873968,108092123.4087397,10809212.340873968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.63215818714785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3796.2618244845477,31794.346942924778,2730.2952949659218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  13:00:00,13102750.243987753,131027502.4398775,13102750.243987753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.42900201408671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.2837181392889,2916.6550489319076,259.0086504030718,0.0,3817.582752600945,32279.754350433137,2831.667260419336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  14:00:00,12411274.068983876,124112740.68983874,12411274.068983876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3978.5365473571835,24483.02165949521,1894.3909298489633,5.294011648885465,3831.1167731209668,32600.221438576747,2901.2123507728226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  15:00:00,7817650.96095377,78176509.60953769,7817650.96095377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5533.736538786776,35947.67483743571,2732.5982183354306,0.0,3847.4559252490778,33055.27373896749,2997.4302341734035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  16:00:00,7588951.886941669,75889518.86941669,7588951.886941669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6840.587628289645,46724.90290415473,3570.4517869711637,8.748676593358349,3855.6918259085866,33379.69505919563,3074.0732166410946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  17:00:00,10114999.304665858,101149993.04665856,10114999.304665858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3817.0235628846764,24491.83831325224,1719.9032184706792,16.082250384498548,3862.1421782354484,33619.33411734516,3129.175559284693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  18:00:00,5968014.147923691,59680141.479236919,5968014.147923691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.55444752941826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.294030733432932,0.0,0.0,20.772452942153824,3817.7802721748414,33149.12072712971,3089.8478494764756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  19:00:00,4829338.479670246,48293384.79670246,4829338.479670246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.9316664231158,767.5592452806873,0.0,143.42506240223583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.44116851206347,3720.6728989216828,31738.12116942504,2908.769299008946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  20:00:00,3442571.9660990696,34425719.66099069,3442571.9660990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1343.7570406049416,0.0,0.0,822.5360093480955,1053.494948070387,434.66198739685566,540.9658621653222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.37353730756669,3648.0633643648668,30555.50213492654,2750.9404695287555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  21:00:00,3905097.291554664,39050972.91554664,3905097.291554664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3874.6265333510289,0.0,0.0,1180.9390981449643,1262.5718336903013,950.341367568538,823.6686242867651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.670928374913,3597.572853662323,29683.3578366514,2640.6456181859746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  22:00:00,1820231.9964454303,18202319.9644543,1820231.9964454303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5241.363074439042,0.0,0.0,1381.2480389416017,1380.8973543970279,1239.3664793237413,988.3787957387507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1941.0743753077114,3563.3993866265179,29029.37213045846,2561.5058918992037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  23:00:00,1159850.1786119282,11598501.786119283,1159850.1786119282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.156966290416,3558.804693881197,28695.37027177148,2504.4788088132188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/07  24:00:00,1177352.1533055378,11773521.533055377,1177352.1533055378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.03067235348838,3629.046236168089,29065.547231986537,2490.5391962672345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3665.950039944473,29167.742189742756,2458.481501206807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3651.7506072615085,28798.47921957992,2390.365671356903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3652.426271824827,28619.087700623062,2346.0295558444456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3659.6845953000977,28535.093979489724,2310.155923989804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.208501193230388,3662.6582357439895,28436.68044051724,2271.6731454043226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.3187088551416,1383.6544720456805,1590.3512782751944,751.9193144092532,0.0,0.0,0.0,0.0,733.477252828151,0.0,0.0,0.015069109425936802,7.452750575100122,3649.116035939605,28386.81323249676,2232.97910178082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  07:00:00,1648170.9465158447,16481709.465158454,1648170.9465158447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11595.410589181121,14056.809220216275,11894.878721626708,8619.559803465525,3967.9641531081945,3148.7820887516306,4028.249672683482,2635.662182083366,0.0,0.0,0.0,0.0,417.5965419245153,0.0,0.0,0.0,345.26947803869168,3576.327267973469,28180.032601475094,2198.079482386515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  08:00:00,4473606.854828722,44736068.54828723,4473606.854828722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8795.262731468221,8609.031866346264,8546.70416621739,7271.95312253754,3032.7472328235214,2186.5369408321805,3011.258627361685,1989.476172160065,0.0,0.0,0.0,781.4552122617597,0.0,0.0,0.0,0.0,260.28658118651267,3527.2161472987479,27907.150454003156,2225.5484529377929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  09:00:00,8240854.732579226,82408547.32579224,8240854.732579226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.9031348690152,388.73033425862197,571.5925237204593,624.7376324769967,0.0,0.0,0.0,0.0,0.0,0.0,0.38951179140747335,0.0,0.0,3608.327206436801,28954.000607284295,2372.2843409333488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  10:00:00,8736963.986599572,87369639.86599574,8736963.986599572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.3498415846929,393.27975061685228,243.1052679310668,605.6580580657313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3702.396769716881,30342.570316845526,2555.3260981247265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  11:00:00,8962859.029546218,89628590.29546218,8962859.029546218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.41777902663675,29.88070120850219,0.0,248.16590126779469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3734.79377136163,30974.82917452168,2663.776939060071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  12:00:00,10808397.024694264,108083970.24694267,10808397.024694264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3773.138715617298,31591.53367801941,2767.5719056346094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  13:00:00,13101741.145202296,131017411.45202299,13101741.145202296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.12691723249717,364.1880557089014,0.0,336.2280167912564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3785.4423752488567,31862.36768698766,2829.925398691328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  14:00:00,12410350.369667227,124103503.69667226,12410350.369667227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.92735950004161,0.0,4.847346857181827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3776.1621401029699,31876.692769131198,2847.309876493022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  15:00:00,7817077.516296713,78170775.16296712,7817077.516296713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2201672818056793,3820.9887463650745,32630.527041751644,2958.4515626186037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  16:00:00,7588350.7612808509,75883507.61280851,7588350.7612808509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.020663027903154,3868.6532163022345,33665.40203656765,3114.531671384266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  17:00:00,10114227.911806308,101142279.11806306,10114227.911806308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.884815220236766,3894.810212391987,34452.52894312443,3234.230624169372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  18:00:00,5967457.733047147,59674577.33047147,5967457.733047147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.19219965975655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.269042082509208,3837.6325397389248,33800.653367388404,3172.4044514738286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  19:00:00,4828961.962894977,48289619.62894978,4828961.962894977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0154868902698,0.0,0.0,777.043638461559,953.4758556185607,0.0,143.743131061174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.511685193224315,3722.145030757631,32113.829938834737,2954.6791721134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  20:00:00,3442260.146468017,34422601.46468017,3442260.146468017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116.872868321477,0.0,0.0,1215.7948023843858,1212.5303885866916,392.8545881376065,605.77604550323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.574448154415564,3637.2000181278388,30738.379965369397,2776.0452857756597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 02/08  21:00:00,3904839.0926110635,39048390.926110628,3904839.0926110635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5342.444683692746,0.0,0.0,1528.6699352135557,1403.5373431847277,978.9289002616318,914.8531570854242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3581.27163555531,29761.934128251116,2658.3575174357245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
