Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 03/02  13:00:00,695586546.7043772,1236853616.8250707 
 03/02  14:00:00,695746538.5631733,1236853616.8250707 
 03/02  15:00:00,695036867.1654694,1236853616.8250707 
 03/02  16:00:00,696293433.3039255,1236853616.8250707 
 03/02  17:00:00,324369042.63108727,826693077.8833808 
 03/02  18:00:00,326873384.74165806,826693077.8833808 
 03/02  19:00:00,328166048.16519817,826693077.8833808 
 03/02  20:00:00,328166048.16519817,826693077.8833808 
 03/02  21:00:00,328166048.16519817,826693077.8833808 
 03/02  22:00:00,328166048.16519817,826693077.8833808 
 03/02  23:00:00,337041981.7355389,791858908.6016902 
 03/02  24:00:00,263820706.4686827,530029939.0677935 
 03/03  01:00:00,263820706.4686827,530029939.0677935 
 03/03  02:00:00,263820706.4686827,530029939.0677935 
 03/03  03:00:00,263820706.4686827,530029939.0677935 
 03/03  04:00:00,263820706.4686827,530029939.0677935 
 03/03  05:00:00,263820706.4686827,530029939.0677935 
 03/03  06:00:00,263820706.4686827,530029939.0677935 
 03/03  07:00:00,263424369.68914695,530029939.0677935 
 03/03  08:00:00,390863486.1151102,963413257.5306101 
 03/03  09:00:00,697997350.007194,1236853616.8250707 
 03/03  10:00:00,695810336.1503894,1236853616.8250707 
 03/03  11:00:00,695253096.7043707,1236853616.8250707 
 03/03  12:00:00,695253096.7043707,1236853616.8250707 
 03/03  13:00:00,695253096.7043707,1236853616.8250707 
 03/03  14:00:00,695043600.3066766,1236853616.8250707 
 03/03  15:00:00,695036867.1654694,1236853616.8250707 
 03/03  16:00:00,695679547.8701246,1236853616.8250707 
 03/03  17:00:00,324151673.63802137,826693077.8833808 
 03/03  18:00:00,327022876.5358805,826693077.8833808 
 03/03  19:00:00,328166048.16519817,826693077.8833808 
 03/03  20:00:00,328166048.16519817,826693077.8833808 
 03/03  21:00:00,328166048.16519817,826693077.8833808 
 03/03  22:00:00,328166048.16519817,826693077.8833808 
 03/03  23:00:00,337041981.7355389,791858908.6016902 
 03/03  24:00:00,263820706.4686827,530029939.0677935 
 03/04  01:00:00,263820706.4686827,530029939.0677935 
 03/04  02:00:00,263820706.4686827,530029939.0677935 
 03/04  03:00:00,263820706.4686827,530029939.0677935 
 03/04  04:00:00,263820706.4686827,530029939.0677935 
 03/04  05:00:00,263820706.4686827,530029939.0677935 
 03/04  06:00:00,263820706.4686827,530029939.0677935 
 03/04  07:00:00,263319687.52536518,530029939.0677935 
 03/04  08:00:00,291789430.6285345,689972898.2361503 
 03/04  09:00:00,491355382.43396356,895053167.7069953 
 03/04  10:00:00,489866962.6742854,895053167.7069953 
 03/04  11:00:00,489705982.38987997,895053167.7069953 
 03/04  12:00:00,489435631.3812308,895053167.7069953 
 03/04  13:00:00,490324831.3812483,895053167.7069953 
 03/04  14:00:00,490099538.8740407,895053167.7069953 
 03/04  15:00:00,489784129.3639501,895053167.7069953 
 03/04  16:00:00,490226355.9852083,895053167.7069953 
 03/04  17:00:00,493245409.19498816,895053167.7069953 
 03/04  18:00:00,497042305.7095745,895053167.7069953 
 03/04  19:00:00,260862061.9452358,530029939.0677935 
 03/04  20:00:00,263820706.4686827,530029939.0677935 
 03/04  21:00:00,263820706.4686827,530029939.0677935 
 03/04  22:00:00,263820706.4686827,530029939.0677935 
 03/04  23:00:00,263820706.4686827,530029939.0677935 
 03/04  24:00:00,263820706.4686827,530029939.0677935 
 03/05  01:00:00,245515387.65196867,479754243.47684499 
 03/05  02:00:00,245515387.65196867,479754243.47684499 
 03/05  03:00:00,245515387.65196867,479754243.47684499 
 03/05  04:00:00,245515387.65196867,479754243.47684499 
 03/05  05:00:00,245515387.65196867,479754243.47684499 
 03/05  06:00:00,245515387.65196867,479754243.47684499 
 03/05  07:00:00,245422762.65196685,479754243.47684499 
 03/05  08:00:00,244018948.77363829,479754243.47684499 
 03/05  09:00:00,349219009.07652899,691307517.4197934 
 03/05  10:00:00,348037061.96677389,691307517.4197934 
 03/05  11:00:00,347935280.8837304,691307517.4197934 
 03/05  12:00:00,348029152.7617336,691307517.4197934 
 03/05  13:00:00,348100711.4917729,691307517.4197934 
 03/05  14:00:00,349046249.1498269,691307517.4197934 
 03/05  15:00:00,348251133.1034403,691307517.4197934 
 03/05  16:00:00,349030755.58315566,691307517.4197934 
 03/05  17:00:00,244320535.11998848,479754243.47684499 
 03/05  18:00:00,245377520.65028949,479754243.47684499 
 03/05  19:00:00,245515387.65196867,479754243.47684499 
 03/05  20:00:00,245515387.65196867,479754243.47684499 
 03/05  21:00:00,245515387.65196867,479754243.47684499 
 03/05  22:00:00,245515387.65196867,479754243.47684499 
 03/05  23:00:00,245515387.65196867,479754243.47684499 
 03/05  24:00:00,245515387.65196867,479754243.47684499 
 03/06  01:00:00,263820706.4686827,530029939.0677935 
 03/06  02:00:00,263820706.4686827,530029939.0677935 
 03/06  03:00:00,263820706.4686827,530029939.0677935 
 03/06  04:00:00,263820706.4686827,530029939.0677935 
 03/06  05:00:00,263820706.4686827,530029939.0677935 
 03/06  06:00:00,263820706.4686827,530029939.0677935 
 03/06  07:00:00,263820706.4686827,530029939.0677935 
 03/06  08:00:00,393793221.6523651,963413257.5306101 
 03/06  09:00:00,702211971.454742,1236853616.8250707 
 03/06  10:00:00,701096513.2514962,1236853616.8250707 
 03/06  11:00:00,695303428.0091724,1236853616.8250707 
 03/06  12:00:00,697312714.1977435,1236853616.8250707 
 03/06  13:00:00,701838758.5321971,1236853616.8250707 
 03/06  14:00:00,699462916.6387829,1236853616.8250707 
 03/06  15:00:00,694971523.7937095,1236853616.8250707 
 03/06  16:00:00,697517099.1980925,1236853616.8250707 
 03/06  17:00:00,326738969.8457365,826693077.8833808 
 03/06  18:00:00,328166048.16519817,826693077.8833808 
 03/06  19:00:00,328166048.16519817,826693077.8833808 
 03/06  20:00:00,328166048.16519817,826693077.8833808 
 03/06  21:00:00,328166048.16519817,826693077.8833808 
 03/06  22:00:00,328166048.16519817,826693077.8833808 
 03/06  23:00:00,337041981.7355389,791858908.6016902 
 03/06  24:00:00,263820706.4686827,530029939.0677935 
 03/07  01:00:00,263820706.4686827,530029939.0677935 
 03/07  02:00:00,263820706.4686827,530029939.0677935 
 03/07  03:00:00,263820706.4686827,530029939.0677935 
 03/07  04:00:00,263820706.4686827,530029939.0677935 
 03/07  05:00:00,263820706.4686827,530029939.0677935 
 03/07  06:00:00,263820706.4686827,530029939.0677935 
 03/07  07:00:00,263728081.46868087,530029939.0677935 
 03/07  08:00:00,392899627.3318351,963413257.5306101 
 03/07  09:00:00,699128074.2980508,1236853616.8250707 
 03/07  10:00:00,695556522.5704608,1236853616.8250707 
 03/07  11:00:00,695253096.7043707,1236853616.8250707 
 03/07  12:00:00,695253096.7043707,1236853616.8250707 
 03/07  13:00:00,695253096.7043707,1236853616.8250707 
 03/07  14:00:00,694340662.0501798,1236853616.8250707 
 03/07  15:00:00,695036867.1654694,1236853616.8250707 
 03/07  16:00:00,695959983.3039188,1236853616.8250707 
 03/07  17:00:00,324238859.0515631,826693077.8833808 
 03/07  18:00:00,326770383.67018499,826693077.8833808 
 03/07  19:00:00,328166048.16519817,826693077.8833808 
 03/07  20:00:00,328166048.16519817,826693077.8833808 
 03/07  21:00:00,328166048.16519817,826693077.8833808 
 03/07  22:00:00,328166048.16519817,826693077.8833808 
 03/07  23:00:00,337041981.7355389,791858908.6016902 
 03/07  24:00:00,263820706.4686827,530029939.0677935 
 03/08  01:00:00,263820706.4686827,530029939.0677935 
 03/08  02:00:00,263820706.4686827,530029939.0677935 
 03/08  03:00:00,263820706.4686827,530029939.0677935 
 03/08  04:00:00,263820706.4686827,530029939.0677935 
 03/08  05:00:00,263820706.4686827,530029939.0677935 
 03/08  06:00:00,263820706.4686827,530029939.0677935 
 03/08  07:00:00,263322271.203318,530029939.0677935 
 03/08  08:00:00,390618554.39871826,963413257.5306101 
 03/08  09:00:00,696903963.5018664,1236853616.8250707 
 03/08  10:00:00,695253096.7043707,1236853616.8250707 
 03/08  11:00:00,695253096.7043707,1236853616.8250707 
 03/08  12:00:00,695253096.7043707,1236853616.8250707 
 03/08  13:00:00,695470166.219492,1236853616.8250707 
 03/08  14:00:00,701778600.6525878,1236853616.8250707 
 03/08  15:00:00,703245405.2538061,1236853616.8250707 
 03/08  16:00:00,701541007.7379482,1236853616.8250707 
 03/08  17:00:00,326982876.55553498,826693077.8833808 
 03/08  18:00:00,328166048.16519817,826693077.8833808 
 03/08  19:00:00,328166048.16519817,826693077.8833808 
 03/08  20:00:00,328166048.16519817,826693077.8833808 
 03/08  21:00:00,328166048.16519817,826693077.8833808 
 03/08  22:00:00,328166048.16519817,826693077.8833808 
 03/08  23:00:00,337041981.7355389,791858908.6016902 
 03/08  24:00:00,263820706.4686827,530029939.0677935 
 03/09  01:00:00,263820706.4686827,530029939.0677935 
 03/09  02:00:00,263820706.4686827,530029939.0677935 
 03/09  03:00:00,263820706.4686827,530029939.0677935 
 03/09  04:00:00,263820706.4686827,530029939.0677935 
 03/09  05:00:00,263820706.4686827,530029939.0677935 
 03/09  06:00:00,263820706.4686827,530029939.0677935 
 03/09  07:00:00,263728081.46868087,530029939.0677935 
 03/09  08:00:00,393700323.85050728,963413257.5306101 
 03/09  09:00:00,704825319.0963638,1236853616.8250707 
 03/09  10:00:00,697193132.6121955,1236853616.8250707 
 03/09  11:00:00,695253096.7043707,1236853616.8250707 
 03/09  12:00:00,695253096.7043707,1236853616.8250707 
 03/09  13:00:00,694847570.1913971,1236853616.8250707 
 03/09  14:00:00,694239280.4219364,1236853616.8250707 
 03/09  15:00:00,694369967.1654562,1236853616.8250707 
 03/09  16:00:00,695417991.6294996,1236853616.8250707 
 03/09  17:00:00,324472156.07173869,826693077.8833808 
 03/09  18:00:00,327905364.3537991,826693077.8833808 
 03/09  19:00:00,328166048.16519817,826693077.8833808 
 03/09  20:00:00,328166048.16519817,826693077.8833808 
 03/09  21:00:00,328166048.16519817,826693077.8833808 
 03/09  22:00:00,328166048.16519817,826693077.8833808 
 03/09  23:00:00,337041981.7355389,791858908.6016902 
 03/09  24:00:00,263820706.4686827,530029939.0677935 
 03/10  01:00:00,263820706.4686827,530029939.0677935 
 03/10  02:00:00,263820706.4686827,530029939.0677935 
 03/10  03:00:00,263820706.4686827,530029939.0677935 
 03/10  04:00:00,263820706.4686827,530029939.0677935 
 03/10  05:00:00,263820706.4686827,530029939.0677935 
 03/10  06:00:00,263820706.4686827,530029939.0677935 
 03/10  07:00:00,263118074.23166017,530029939.0677935 
 03/10  08:00:00,390825038.59060898,963413257.5306101 
 03/10  09:00:00,699572536.5730195,1236853616.8250707 
 03/10  10:00:00,696173260.8089416,1236853616.8250707 
 03/10  11:00:00,695861386.473831,1236853616.8250707 
 03/10  12:00:00,695622584.9608607,1236853616.8250707 
 03/10  13:00:00,696253446.7043904,1236853616.8250707 
 03/10  14:00:00,695847920.1914167,1236853616.8250707 
 03/10  15:00:00,695036867.1654694,1236853616.8250707 
 03/10  16:00:00,696523524.2226019,1236853616.8250707 
 03/10  17:00:00,323920674.11279186,826693077.8833808 
 03/10  18:00:00,327367925.2010424,826693077.8833808 
 03/10  19:00:00,328166048.16519817,826693077.8833808 
 03/10  20:00:00,328166048.16519817,826693077.8833808 
 03/10  21:00:00,328166048.16519817,826693077.8833808 
 03/10  22:00:00,328166048.16519817,826693077.8833808 
 03/10  23:00:00,337041981.7355389,791858908.6016902 
 03/10  24:00:00,263820706.4686827,530029939.0677935 
 03/11  01:00:00,263820706.4686827,530029939.0677935 
 03/11  02:00:00,263820706.4686827,530029939.0677935 
 03/11  03:00:00,263820706.4686827,530029939.0677935 
 03/11  04:00:00,263820706.4686827,530029939.0677935 
 03/11  05:00:00,263820706.4686827,530029939.0677935 
 03/11  06:00:00,263820706.4686827,530029939.0677935 
 03/11  07:00:00,263421786.01119409,530029939.0677935 
 03/11  08:00:00,291392453.2304606,689972898.2361503 
 03/11  09:00:00,490146980.4890949,895053167.7069953 
 03/11  10:00:00,489435631.3812308,895053167.7069953 
 03/11  11:00:00,489435631.3812308,895053167.7069953 
 03/11  12:00:00,489435631.3812308,895053167.7069953 
 03/11  13:00:00,489345514.37834778,895053167.7069953 
 03/11  14:00:00,489030104.8682571,895053167.7069953 
 03/11  15:00:00,489043129.3639355,895053167.7069953 
 03/11  16:00:00,489851255.38410738,895053167.7069953 
 03/11  17:00:00,491561801.670599,895053167.7069953 
 03/11  18:00:00,496367374.26810476,895053167.7069953 
 03/11  19:00:00,260862061.9452358,530029939.0677935 
 03/11  20:00:00,263820706.4686827,530029939.0677935 
 03/11  21:00:00,263820706.4686827,530029939.0677935 
 03/11  22:00:00,263820706.4686827,530029939.0677935 
 03/11  23:00:00,263820706.4686827,530029939.0677935 
 03/11  24:00:00,263820706.4686827,530029939.0677935 
 03/12  01:00:00,245515387.65196867,479754243.47684499 
 03/12  02:00:00,245515387.65196867,479754243.47684499 
 03/12  03:00:00,245515387.65196867,479754243.47684499 
 03/12  04:00:00,245515387.65196867,479754243.47684499 
 03/12  05:00:00,245515387.65196867,479754243.47684499 
 03/12  06:00:00,245515387.65196867,479754243.47684499 
 03/12  07:00:00,244818262.65210114,479754243.47684499 
 03/12  08:00:00,348702639.1692303,691307517.4197934 
 03/12  09:00:00,348175486.23977527,691307517.4197934 
 03/12  10:00:00,347963642.17453137,691307517.4197934 
 03/12  11:00:00,347901726.6805293,691307517.4197934 
 03/12  12:00:00,347901726.6805293,691307517.4197934 
 03/12  13:00:00,347901726.6805293,691307517.4197934 
 03/12  14:00:00,348612188.9283824,691307517.4197934 
 03/12  15:00:00,348544601.17622008,691307517.4197934 
 03/12  16:00:00,243503164.26991616,479754243.47684499 
 03/12  17:00:00,244184946.43076206,479754243.47684499 
 03/12  18:00:00,244954015.54073049,479754243.47684499 
 03/12  19:00:00,245515387.65196867,479754243.47684499 
 03/12  20:00:00,245515387.65196867,479754243.47684499 
 03/12  21:00:00,245515387.65196867,479754243.47684499 
 03/12  22:00:00,245515387.65196867,479754243.47684499 
 03/12  23:00:00,245515387.65196867,479754243.47684499 
 03/12  24:00:00,245515387.65196867,479754243.47684499 
 03/13  01:00:00,263820706.4686827,530029939.0677935 
 03/13  02:00:00,263820706.4686827,530029939.0677935 
 03/13  03:00:00,263820706.4686827,530029939.0677935 
 03/13  04:00:00,263820706.4686827,530029939.0677935 
 03/13  05:00:00,263820706.4686827,530029939.0677935 
 03/13  06:00:00,263820706.4686827,530029939.0677935 
 03/13  07:00:00,394253346.8832496,963413257.5306101 
 03/13  08:00:00,703063066.612891,1236853616.8250707 
 03/13  09:00:00,698901573.5187061,1236853616.8250707 
 03/13  10:00:00,695911717.7786328,1236853616.8250707 
 03/13  11:00:00,695861386.473831,1236853616.8250707 
 03/13  12:00:00,695723966.5891042,1236853616.8250707 
 03/13  13:00:00,696253446.7043904,1236853616.8250707 
 03/13  14:00:00,695746538.5631733,1236853616.8250707 
 03/13  15:00:00,695036867.1654694,1236853616.8250707 
 03/13  16:00:00,322501932.1303618,826693077.8833808 
 03/13  17:00:00,324469858.5767926,826693077.8833808 
 03/13  18:00:00,326463207.48474696,826693077.8833808 
 03/13  19:00:00,328166048.16519817,826693077.8833808 
 03/13  20:00:00,328166048.16519817,826693077.8833808 
 03/13  21:00:00,328166048.16519817,826693077.8833808 
 03/13  22:00:00,337041981.7355389,791858908.6016902 
 03/13  23:00:00,263820706.4686827,530029939.0677935 
 03/13  24:00:00,263820706.4686827,530029939.0677935 
 03/14  01:00:00,263820706.4686827,530029939.0677935 
 03/14  02:00:00,263820706.4686827,530029939.0677935 
 03/14  03:00:00,263820706.4686827,530029939.0677935 
 03/14  04:00:00,263820706.4686827,530029939.0677935 
 03/14  05:00:00,263820706.4686827,530029939.0677935 
 03/14  06:00:00,263820706.4686827,530029939.0677935 
 03/14  07:00:00,395246326.7694417,963413257.5306101 
 03/14  08:00:00,705979343.4506846,1236853616.8250707 
 03/14  09:00:00,702624539.5505049,1236853616.8250707 
 03/14  10:00:00,697795546.6154966,1236853616.8250707 
 03/14  11:00:00,703202960.8565217,1236853616.8250707 
 03/14  12:00:00,700935499.6158911,1236853616.8250707 
 03/14  13:00:00,698109528.8197539,1236853616.8250707 
 03/14  14:00:00,701838758.5321971,1236853616.8250707 
 03/14  15:00:00,701732863.9009117,1236853616.8250707 
 03/14  16:00:00,322543167.4247499,826693077.8833808 
 03/14  17:00:00,324689525.0648045,826693077.8833808 
 03/14  18:00:00,327718000.07985278,826693077.8833808 
 03/14  19:00:00,328166048.16519817,826693077.8833808 
 03/14  20:00:00,328166048.16519817,826693077.8833808 
 03/14  21:00:00,328166048.16519817,826693077.8833808 
 03/14  22:00:00,337041981.7355389,791858908.6016902 
 03/14  23:00:00,263820706.4686827,530029939.0677935 
 03/14  24:00:00,263820706.4686827,530029939.0677935 
 03/15  01:00:00,263820706.4686827,530029939.0677935 
 03/15  02:00:00,263820706.4686827,530029939.0677935 
 03/15  03:00:00,263820706.4686827,530029939.0677935 
 03/15  04:00:00,263820706.4686827,530029939.0677935 
 03/15  05:00:00,263820706.4686827,530029939.0677935 
 03/15  06:00:00,263820706.4686827,530029939.0677935 
 03/15  07:00:00,394263835.32389917,963413257.5306101 
 03/15  08:00:00,701598008.56216,1236853616.8250707 
 03/15  09:00:00,697525015.8521874,1236853616.8250707 
 03/15  10:00:00,695962049.0834345,1236853616.8250707 
 03/15  11:00:00,695861386.473831,1236853616.8250707 
 03/15  12:00:00,695521203.3326173,1236853616.8250707 
 03/15  13:00:00,695919996.7043839,1236853616.8250707 
 03/15  14:00:00,694340662.0501798,1236853616.8250707 
 03/15  15:00:00,694203242.1654528,1236853616.8250707 
 03/15  16:00:00,322151946.2659948,826693077.8833808 
 03/15  17:00:00,323408648.6146812,826693077.8833808 
 03/15  18:00:00,326468971.42957559,826693077.8833808 
 03/15  19:00:00,328166048.16519817,826693077.8833808 
 03/15  20:00:00,328166048.16519817,826693077.8833808 
 03/15  21:00:00,328166048.16519817,826693077.8833808 
 03/15  22:00:00,337041981.7355389,791858908.6016902 
 03/15  23:00:00,263820706.4686827,530029939.0677935 
 03/15  24:00:00,263820706.4686827,530029939.0677935 
 03/16  01:00:00,263820706.4686827,530029939.0677935 
 03/16  02:00:00,263820706.4686827,530029939.0677935 
 03/16  03:00:00,263820706.4686827,530029939.0677935 
 03/16  04:00:00,263820706.4686827,530029939.0677935 
 03/16  05:00:00,263820706.4686827,530029939.0677935 
 03/16  06:00:00,263820706.4686827,530029939.0677935 
 03/16  07:00:00,395470034.3851605,963413257.5306101 
 03/16  08:00:00,711078472.8630399,1236853616.8250707 
 03/16  09:00:00,706320990.083677,1236853616.8250707 
 03/16  10:00:00,702372413.2980926,1236853616.8250707 
 03/16  11:00:00,699990025.9709251,1236853616.8250707 
 03/16  12:00:00,695826514.0697901,1236853616.8250707 
 03/16  13:00:00,694847570.1913971,1236853616.8250707 
 03/16  14:00:00,694608768.6784266,1236853616.8250707 
 03/16  15:00:00,695036867.1654694,1236853616.8250707 
 03/16  16:00:00,322185509.27607336,826693077.8833808 
 03/16  17:00:00,323309730.5502896,826693077.8833808 
 03/16  18:00:00,326302705.2859017,826693077.8833808 
 03/16  19:00:00,328166048.16519817,826693077.8833808 
 03/16  20:00:00,328166048.16519817,826693077.8833808 
 03/16  21:00:00,328166048.16519817,826693077.8833808 
 03/16  22:00:00,337041981.7355389,791858908.6016902 
 03/16  23:00:00,263820706.4686827,530029939.0677935 
 03/16  24:00:00,263820706.4686827,530029939.0677935 
 03/17  01:00:00,263820706.4686827,530029939.0677935 
 03/17  02:00:00,263820706.4686827,530029939.0677935 
 03/17  03:00:00,263820706.4686827,530029939.0677935 
 03/17  04:00:00,263820706.4686827,530029939.0677935 
 03/17  05:00:00,263820706.4686827,530029939.0677935 
 03/17  06:00:00,263820706.4686827,530029939.0677935 
 03/17  07:00:00,394040127.70818039,963413257.5306101 
 03/17  08:00:00,703434738.1582943,1236853616.8250707 
 03/17  09:00:00,697656474.0803332,1236853616.8250707 
 03/17  10:00:00,695253096.7043707,1236853616.8250707 
 03/17  11:00:00,695253096.7043707,1236853616.8250707 
 03/17  12:00:00,695253096.7043707,1236853616.8250707 
 03/17  13:00:00,695151715.0761273,1236853616.8250707 
 03/17  14:00:00,694340662.0501798,1236853616.8250707 
 03/17  15:00:00,694870142.1654661,1236853616.8250707 
 03/17  16:00:00,323538169.64173039,826693077.8833808 
 03/17  17:00:00,324557043.99033436,826693077.8833808 
 03/17  18:00:00,326423122.1955656,826693077.8833808 
 03/17  19:00:00,328166048.16519817,826693077.8833808 
 03/17  20:00:00,328166048.16519817,826693077.8833808 
 03/17  21:00:00,328166048.16519817,826693077.8833808 
 03/17  22:00:00,337041981.7355389,791858908.6016902 
 03/17  23:00:00,263820706.4686827,530029939.0677935 
 03/17  24:00:00,263820706.4686827,530029939.0677935 
 03/18  01:00:00,263820706.4686827,530029939.0677935 
 03/18  02:00:00,263820706.4686827,530029939.0677935 
 03/18  03:00:00,263820706.4686827,530029939.0677935 
 03/18  04:00:00,263820706.4686827,530029939.0677935 
 03/18  05:00:00,263820706.4686827,530029939.0677935 
 03/18  06:00:00,263820706.4686827,530029939.0677935 
 03/18  07:00:00,293694983.4769915,689972898.2361503 
 03/18  08:00:00,491894459.48028877,895053167.7069953 
 03/18  09:00:00,489909864.1198068,895053167.7069953 
 03/18  10:00:00,489435631.3812308,895053167.7069953 
 03/18  11:00:00,489435631.3812308,895053167.7069953 
 03/18  12:00:00,489435631.3812308,895053167.7069953 
 03/18  13:00:00,489300455.87690618,895053167.7069953 
 03/18  14:00:00,488985046.3668156,895053167.7069953 
 03/18  15:00:00,488894929.36393257,895053167.7069953 
 03/18  16:00:00,489806504.7040025,895053167.7069953 
 03/18  17:00:00,491467929.79259589,895053167.7069953 
 03/18  18:00:00,260055697.65213333,530029939.0677935 
 03/18  19:00:00,263820706.4686827,530029939.0677935 
 03/18  20:00:00,263820706.4686827,530029939.0677935 
 03/18  21:00:00,263820706.4686827,530029939.0677935 
 03/18  22:00:00,263820706.4686827,530029939.0677935 
 03/18  23:00:00,263820706.4686827,530029939.0677935 
 03/18  24:00:00,263820706.4686827,530029939.0677935 
 03/19  01:00:00,245515387.65196867,479754243.47684499 
 03/19  02:00:00,245515387.65196867,479754243.47684499 
 03/19  03:00:00,245515387.65196867,479754243.47684499 
 03/19  04:00:00,245515387.65196867,479754243.47684499 
 03/19  05:00:00,245515387.65196867,479754243.47684499 
 03/19  06:00:00,245515387.65196867,479754243.47684499 
 03/19  07:00:00,244526177.423355,479754243.47684499 
 03/19  08:00:00,348785232.8459866,691307517.4197934 
 03/19  09:00:00,348415271.7771904,691307517.4197934 
 03/19  10:00:00,348003967.1365927,691307517.4197934 
 03/19  11:00:00,347969314.4326915,691307517.4197934 
 03/19  12:00:00,348228664.43269667,691307517.4197934 
 03/19  13:00:00,348679776.6805447,691307517.4197934 
 03/19  14:00:00,348634718.1791032,691307517.4197934 
 03/19  15:00:00,348803951.1762253,691307517.4197934 
 03/19  16:00:00,244137090.6145177,479754243.47684499 
 03/19  17:00:00,244397698.6990777,479754243.47684499 
 03/19  18:00:00,244859385.64072854,479754243.47684499 
 03/19  19:00:00,245511943.65196855,479754243.47684499 
 03/19  20:00:00,245515387.65196867,479754243.47684499 
 03/19  21:00:00,245515387.65196867,479754243.47684499 
 03/19  22:00:00,245515387.65196867,479754243.47684499 
 03/19  23:00:00,245515387.65196867,479754243.47684499 
 03/19  24:00:00,245515387.65196867,479754243.47684499 
 03/20  01:00:00,263820706.4686827,530029939.0677935 
 03/20  02:00:00,263820706.4686827,530029939.0677935 
 03/20  03:00:00,263820706.4686827,530029939.0677935 
 03/20  04:00:00,263820706.4686827,530029939.0677935 
 03/20  05:00:00,263820706.4686827,530029939.0677935 
 03/20  06:00:00,263820706.4686827,530029939.0677935 
 03/20  07:00:00,395470034.3851605,963413257.5306101 
 03/20  08:00:00,706913276.5110765,1236853616.8250707 
 03/20  09:00:00,697325966.3520713,1236853616.8250707 
 03/20  10:00:00,695253096.7043707,1236853616.8250707 
 03/20  11:00:00,695253096.7043707,1236853616.8250707 
 03/20  12:00:00,695253096.7043707,1236853616.8250707 
 03/20  13:00:00,695253096.7043707,1236853616.8250707 
 03/20  14:00:00,694507387.0501832,1236853616.8250707 
 03/20  15:00:00,695036867.1654694,1236853616.8250707 
 03/20  16:00:00,322151946.2659948,826693077.8833808 
 03/20  17:00:00,323092361.5572238,826693077.8833808 
 03/20  18:00:00,325918833.77886107,826693077.8833808 
 03/20  19:00:00,328149271.06359758,826693077.8833808 
 03/20  20:00:00,328166048.16519817,826693077.8833808 
 03/20  21:00:00,328166048.16519817,826693077.8833808 
 03/20  22:00:00,337041981.7355389,791858908.6016902 
 03/20  23:00:00,263820706.4686827,530029939.0677935 
 03/20  24:00:00,263820706.4686827,530029939.0677935 
 03/21  01:00:00,263820706.4686827,530029939.0677935 
 03/21  02:00:00,263820706.4686827,530029939.0677935 
 03/21  03:00:00,263820706.4686827,530029939.0677935 
 03/21  04:00:00,263820706.4686827,530029939.0677935 
 03/21  05:00:00,263820706.4686827,530029939.0677935 
 03/21  06:00:00,263820706.4686827,530029939.0677935 
 03/21  07:00:00,395153701.76943996,963413257.5306101 
 03/21  08:00:00,703642382.8625233,1236853616.8250707 
 03/21  09:00:00,697606383.6216809,1236853616.8250707 
 03/21  10:00:00,695606853.8752625,1236853616.8250707 
 03/21  11:00:00,695253096.7043707,1236853616.8250707 
 03/21  12:00:00,695151715.0761273,1236853616.8250707 
 03/21  13:00:00,694644806.9349102,1236853616.8250707 
 03/21  14:00:00,694543425.3066667,1236853616.8250707 
 03/21  15:00:00,694036517.1654495,1236853616.8250707 
 03/21  16:00:00,321874071.26598927,826693077.8833808 
 03/21  17:00:00,323689139.177099,826693077.8833808 
 03/21  18:00:00,327538512.37338826,826693077.8833808 
 03/21  19:00:00,328166048.16519817,826693077.8833808 
 03/21  20:00:00,328166048.16519817,826693077.8833808 
 03/21  21:00:00,328166048.16519817,826693077.8833808 
 03/21  22:00:00,337041981.7355389,791858908.6016902 
 03/21  23:00:00,263820706.4686827,530029939.0677935 
 03/21  24:00:00,263820706.4686827,530029939.0677935 
 03/22  01:00:00,263820706.4686827,530029939.0677935 
 03/22  02:00:00,263820706.4686827,530029939.0677935 
 03/22  03:00:00,263820706.4686827,530029939.0677935 
 03/22  04:00:00,263820706.4686827,530029939.0677935 
 03/22  05:00:00,263820706.4686827,530029939.0677935 
 03/22  06:00:00,263820706.4686827,530029939.0677935 
 03/22  07:00:00,395153701.76943996,963413257.5306101 
 03/22  08:00:00,704244145.326603,1236853616.8250707 
 03/22  09:00:00,696631994.7012773,1236853616.8250707 
 03/22  10:00:00,695404809.6374158,1236853616.8250707 
 03/22  11:00:00,700790457.2626906,1236853616.8250707 
 03/22  12:00:00,702354781.3198097,1236853616.8250707 
 03/22  13:00:00,700843285.4753081,1236853616.8250707 
 03/22  14:00:00,696918345.8716458,1236853616.8250707 
 03/22  15:00:00,695280324.0256243,1236853616.8250707 
 03/22  16:00:00,322320453.91439548,826693077.8833808 
 03/22  17:00:00,323427328.00103428,826693077.8833808 
 03/22  18:00:00,327734775.5301638,826693077.8833808 
 03/22  19:00:00,328166048.16519817,826693077.8833808 
 03/22  20:00:00,328166048.16519817,826693077.8833808 
 03/22  21:00:00,328166048.16519817,826693077.8833808 
 03/22  22:00:00,337041981.7355389,791858908.6016902 
 03/22  23:00:00,263820706.4686827,530029939.0677935 
 03/22  24:00:00,263820706.4686827,530029939.0677935 
 03/23  01:00:00,263820706.4686827,530029939.0677935 
 03/23  02:00:00,263820706.4686827,530029939.0677935 
