Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/05  02:00:00,263820706.4686827,530029939.0677935 
 01/05  03:00:00,263820706.4686827,530029939.0677935 
 01/05  04:00:00,263820706.4686827,530029939.0677935 
 01/05  05:00:00,263820706.4686827,530029939.0677935 
 01/05  06:00:00,263820706.4686827,530029939.0677935 
 01/05  07:00:00,263820706.4686827,530029939.0677935 
 01/05  08:00:00,395470034.3851605,963413257.5306101 
 01/05  09:00:00,709345972.8977872,1236853616.8250707 
 01/05  10:00:00,700548261.5742903,1236853616.8250707 
 01/05  11:00:00,702616876.8244149,1236853616.8250707 
 01/05  12:00:00,698991034.4528631,1236853616.8250707 
 01/05  13:00:00,699651195.7209042,1236853616.8250707 
 01/05  14:00:00,700313036.0242014,1236853616.8250707 
 01/05  15:00:00,705736745.1840618,1236853616.8250707 
 01/05  16:00:00,708829165.4152323,1236853616.8250707 
 01/05  17:00:00,328166048.16519817,826693077.8833808 
 01/05  18:00:00,328166048.16519817,826693077.8833808 
 01/05  19:00:00,328166048.16519817,826693077.8833808 
 01/05  20:00:00,328166048.16519817,826693077.8833808 
 01/05  21:00:00,328166048.16519817,826693077.8833808 
 01/05  22:00:00,328166048.16519817,826693077.8833808 
 01/05  23:00:00,337041981.7355389,791858908.6016902 
 01/05  24:00:00,263820706.4686827,530029939.0677935 
 01/06  01:00:00,263820706.4686827,530029939.0677935 
 01/06  02:00:00,263820706.4686827,530029939.0677935 
 01/06  03:00:00,263820706.4686827,530029939.0677935 
 01/06  04:00:00,263820706.4686827,530029939.0677935 
 01/06  05:00:00,263820706.4686827,530029939.0677935 
 01/06  06:00:00,263820706.4686827,530029939.0677935 
 01/06  07:00:00,263820706.4686827,530029939.0677935 
 01/06  08:00:00,395377409.38515868,963413257.5306101 
 01/06  09:00:00,706232419.0692937,1236853616.8250707 
 01/06  10:00:00,697817613.5113727,1236853616.8250707 
 01/06  11:00:00,695504753.2283793,1236853616.8250707 
 01/06  12:00:00,695253096.7043707,1236853616.8250707 
 01/06  13:00:00,695253096.7043707,1236853616.8250707 
 01/06  14:00:00,695347745.191407,1236853616.8250707 
 01/06  15:00:00,695978606.9349365,1236853616.8250707 
 01/06  16:00:00,697384046.4120741,1236853616.8250707 
 01/06  17:00:00,326043797.3145669,826693077.8833808 
 01/06  18:00:00,328166048.16519817,826693077.8833808 
 01/06  19:00:00,328166048.16519817,826693077.8833808 
 01/06  20:00:00,328166048.16519817,826693077.8833808 
 01/06  21:00:00,328166048.16519817,826693077.8833808 
 01/06  22:00:00,328166048.16519817,826693077.8833808 
 01/06  23:00:00,337041981.7355389,791858908.6016902 
 01/06  24:00:00,263820706.4686827,530029939.0677935 
 01/07  01:00:00,263820706.4686827,530029939.0677935 
 01/07  02:00:00,263820706.4686827,530029939.0677935 
 01/07  03:00:00,263820706.4686827,530029939.0677935 
 01/07  04:00:00,263820706.4686827,530029939.0677935 
 01/07  05:00:00,263820706.4686827,530029939.0677935 
 01/07  06:00:00,263820706.4686827,530029939.0677935 
 01/07  07:00:00,263820706.4686827,530029939.0677935 
 01/07  08:00:00,294514055.05521699,689972898.2361503 
 01/07  09:00:00,496704573.2584597,895053167.7069953 
 01/07  10:00:00,492631327.7692922,895053167.7069953 
 01/07  11:00:00,489878472.8437775,895053167.7069953 
 01/07  12:00:00,489435631.3812308,895053167.7069953 
 01/07  13:00:00,489435631.3812308,895053167.7069953 
 01/07  14:00:00,490140308.0815045,895053167.7069953 
 01/07  15:00:00,491075063.34004297,895053167.7069953 
 01/07  16:00:00,494762164.72553196,895053167.7069953 
 01/07  17:00:00,497948137.2032185,895053167.7069953 
 01/07  18:00:00,498144082.57633218,895053167.7069953 
 01/07  19:00:00,260862061.9452358,530029939.0677935 
 01/07  20:00:00,263820706.4686827,530029939.0677935 
 01/07  21:00:00,263820706.4686827,530029939.0677935 
 01/07  22:00:00,263820706.4686827,530029939.0677935 
 01/07  23:00:00,263820706.4686827,530029939.0677935 
 01/07  24:00:00,263820706.4686827,530029939.0677935 
 01/08  01:00:00,245515387.65196867,479754243.47684499 
 01/08  02:00:00,245515387.65196867,479754243.47684499 
 01/08  03:00:00,245515387.65196867,479754243.47684499 
 01/08  04:00:00,245515387.65196867,479754243.47684499 
 01/08  05:00:00,245515387.65196867,479754243.47684499 
 01/08  06:00:00,245515387.65196867,479754243.47684499 
 01/08  07:00:00,245515387.65196867,479754243.47684499 
 01/08  08:00:00,245422762.65196685,479754243.47684499 
 01/08  09:00:00,350379362.8452084,691307517.4197934 
 01/08  10:00:00,348889246.1619342,691307517.4197934 
 01/08  11:00:00,347929848.29845026,691307517.4197934 
 01/08  12:00:00,347924096.14933,691307517.4197934 
 01/08  13:00:00,348246069.4961148,691307517.4197934 
 01/08  14:00:00,348874723.09936109,691307517.4197934 
 01/08  15:00:00,348797956.18918439,691307517.4197934 
 01/08  16:00:00,349541907.3552586,691307517.4197934 
 01/08  17:00:00,245116262.89894856,479754243.47684499 
 01/08  18:00:00,245515387.65196867,479754243.47684499 
 01/08  19:00:00,245515387.65196867,479754243.47684499 
 01/08  20:00:00,245515387.65196867,479754243.47684499 
 01/08  21:00:00,245515387.65196867,479754243.47684499 
 01/08  22:00:00,245515387.65196867,479754243.47684499 
 01/08  23:00:00,245515387.65196867,479754243.47684499 
 01/08  24:00:00,245515387.65196867,479754243.47684499 
 01/09  01:00:00,263820706.4686827,530029939.0677935 
 01/09  02:00:00,263820706.4686827,530029939.0677935 
 01/09  03:00:00,263820706.4686827,530029939.0677935 
 01/09  04:00:00,263820706.4686827,530029939.0677935 
 01/09  05:00:00,263820706.4686827,530029939.0677935 
 01/09  06:00:00,263820706.4686827,530029939.0677935 
 01/09  07:00:00,263820706.4686827,530029939.0677935 
 01/09  08:00:00,394364708.96233579,963413257.5306101 
 01/09  09:00:00,697199659.9175763,1236853616.8250707 
 01/09  10:00:00,695911717.7786328,1236853616.8250707 
 01/09  11:00:00,695354478.332614,1236853616.8250707 
 01/09  12:00:00,695253096.7043707,1236853616.8250707 
 01/09  13:00:00,695253096.7043707,1236853616.8250707 
 01/09  14:00:00,694912913.5631569,1236853616.8250707 
 01/09  15:00:00,695912570.9651692,1236853616.8250707 
 01/09  16:00:00,702909584.2932448,1236853616.8250707 
 01/09  17:00:00,328019089.1353629,826693077.8833808 
 01/09  18:00:00,328166048.16519817,826693077.8833808 
 01/09  19:00:00,328166048.16519817,826693077.8833808 
 01/09  20:00:00,328166048.16519817,826693077.8833808 
 01/09  21:00:00,328166048.16519817,826693077.8833808 
 01/09  22:00:00,328166048.16519817,826693077.8833808 
 01/09  23:00:00,337041981.7355389,791858908.6016902 
 01/09  24:00:00,263820706.4686827,530029939.0677935 
 01/10  01:00:00,263820706.4686827,530029939.0677935 
 01/10  02:00:00,263820706.4686827,530029939.0677935 
 01/10  03:00:00,263820706.4686827,530029939.0677935 
 01/10  04:00:00,263820706.4686827,530029939.0677935 
 01/10  05:00:00,263820706.4686827,530029939.0677935 
 01/10  06:00:00,263820706.4686827,530029939.0677935 
 01/10  07:00:00,263820706.4686827,530029939.0677935 
 01/10  08:00:00,394375197.40298536,963413257.5306101 
 01/10  09:00:00,697338075.9596496,1236853616.8250707 
 01/10  10:00:00,696131917.2371402,1236853616.8250707 
 01/10  11:00:00,695354478.332614,1236853616.8250707 
 01/10  12:00:00,695253096.7043707,1236853616.8250707 
 01/10  13:00:00,695253096.7043707,1236853616.8250707 
 01/10  14:00:00,695919996.7043837,1236853616.8250707 
 01/10  15:00:00,697661033.1778841,1236853616.8250707 
 01/10  16:00:00,703394966.2724391,1236853616.8250707 
 01/10  17:00:00,328166048.16519817,826693077.8833808 
 01/10  18:00:00,328166048.16519817,826693077.8833808 
 01/10  19:00:00,328166048.16519817,826693077.8833808 
 01/10  20:00:00,328166048.16519817,826693077.8833808 
 01/10  21:00:00,328166048.16519817,826693077.8833808 
 01/10  22:00:00,328166048.16519817,826693077.8833808 
 01/10  23:00:00,337041981.7355389,791858908.6016902 
 01/10  24:00:00,263820706.4686827,530029939.0677935 
 01/11  01:00:00,263820706.4686827,530029939.0677935 
 01/11  02:00:00,263820706.4686827,530029939.0677935 
 01/11  03:00:00,263820706.4686827,530029939.0677935 
 01/11  04:00:00,263820706.4686827,530029939.0677935 
 01/11  05:00:00,263820706.4686827,530029939.0677935 
 01/11  06:00:00,263820706.4686827,530029939.0677935 
 01/11  07:00:00,263820706.4686827,530029939.0677935 
 01/11  08:00:00,395377409.38515868,963413257.5306101 
 01/11  09:00:00,705955144.9533869,1236853616.8250707 
 01/11  10:00:00,703092372.4849482,1236853616.8250707 
 01/11  11:00:00,699398207.9180702,1236853616.8250707 
 01/11  12:00:00,695354478.332614,1236853616.8250707 
 01/11  13:00:00,695419821.704374,1236853616.8250707 
 01/11  14:00:00,695949301.8196602,1236853616.8250707 
 01/11  15:00:00,695594119.8218045,1236853616.8250707 
 01/11  16:00:00,698240613.6953725,1236853616.8250707 
 01/11  17:00:00,326588876.59209486,826693077.8833808 
 01/11  18:00:00,328166048.16519817,826693077.8833808 
 01/11  19:00:00,328166048.16519817,826693077.8833808 
 01/11  20:00:00,328166048.16519817,826693077.8833808 
 01/11  21:00:00,328166048.16519817,826693077.8833808 
 01/11  22:00:00,328166048.16519817,826693077.8833808 
 01/11  23:00:00,337041981.7355389,791858908.6016902 
 01/11  24:00:00,263820706.4686827,530029939.0677935 
 01/12  01:00:00,263820706.4686827,530029939.0677935 
 01/12  02:00:00,263820706.4686827,530029939.0677935 
 01/12  03:00:00,263820706.4686827,530029939.0677935 
 01/12  04:00:00,263820706.4686827,530029939.0677935 
 01/12  05:00:00,263820706.4686827,530029939.0677935 
 01/12  06:00:00,263820706.4686827,530029939.0677935 
 01/12  07:00:00,263820706.4686827,530029939.0677935 
 01/12  08:00:00,393806691.618722,963413257.5306101 
 01/12  09:00:00,696919242.6479669,1236853616.8250707 
 01/12  10:00:00,695911717.7786328,1236853616.8250707 
 01/12  11:00:00,695861386.473831,1236853616.8250707 
 01/12  12:00:00,695658623.2173443,1236853616.8250707 
 01/12  13:00:00,695753271.7043805,1236853616.8250707 
 01/12  14:00:00,695949301.8196602,1236853616.8250707 
 01/12  15:00:00,695674462.0502062,1236853616.8250707 
 01/12  16:00:00,696639291.4811678,1236853616.8250707 
 01/12  17:00:00,325620788.5150162,826693077.8833808 
 01/12  18:00:00,328166048.16519817,826693077.8833808 
 01/12  19:00:00,328166048.16519817,826693077.8833808 
 01/12  20:00:00,328166048.16519817,826693077.8833808 
 01/12  21:00:00,328166048.16519817,826693077.8833808 
 01/12  22:00:00,328166048.16519817,826693077.8833808 
 01/12  23:00:00,337041981.7355389,791858908.6016902 
 01/12  24:00:00,263820706.4686827,530029939.0677935 
 01/13  01:00:00,263820706.4686827,530029939.0677935 
 01/13  02:00:00,263820706.4686827,530029939.0677935 
 01/13  03:00:00,263820706.4686827,530029939.0677935 
 01/13  04:00:00,263820706.4686827,530029939.0677935 
 01/13  05:00:00,263820706.4686827,530029939.0677935 
 01/13  06:00:00,263820706.4686827,530029939.0677935 
 01/13  07:00:00,263820706.4686827,530029939.0677935 
 01/13  08:00:00,393686097.4436547,963413257.5306101 
 01/13  09:00:00,696638825.3783574,1236853616.8250707 
 01/13  10:00:00,695861386.473831,1236853616.8250707 
 01/13  11:00:00,695861386.473831,1236853616.8250707 
 01/13  12:00:00,695253096.7043707,1236853616.8250707 
 01/13  13:00:00,695253096.7043707,1236853616.8250707 
 01/13  14:00:00,695181020.1914036,1236853616.8250707 
 01/13  15:00:00,695947916.6236451,1236853616.8250707 
 01/13  16:00:00,697571810.811919,1236853616.8250707 
 01/13  17:00:00,325631509.47295776,826693077.8833808 
 01/13  18:00:00,328166048.16519817,826693077.8833808 
 01/13  19:00:00,328166048.16519817,826693077.8833808 
 01/13  20:00:00,328166048.16519817,826693077.8833808 
 01/13  21:00:00,328166048.16519817,826693077.8833808 
 01/13  22:00:00,328166048.16519817,826693077.8833808 
 01/13  23:00:00,337041981.7355389,791858908.6016902 
 01/13  24:00:00,263820706.4686827,530029939.0677935 
 01/14  01:00:00,263820706.4686827,530029939.0677935 
 01/14  02:00:00,263820706.4686827,530029939.0677935 
 01/14  03:00:00,263820706.4686827,530029939.0677935 
 01/14  04:00:00,263820706.4686827,530029939.0677935 
 01/14  05:00:00,263820706.4686827,530029939.0677935 
 01/14  06:00:00,263820706.4686827,530029939.0677935 
 01/14  07:00:00,263820706.4686827,530029939.0677935 
 01/14  08:00:00,294230828.33217099,689972898.2361503 
 01/14  09:00:00,494540227.8008889,895053167.7069953 
 01/14  10:00:00,491233360.41776558,895053167.7069953 
 01/14  11:00:00,489548117.8529146,895053167.7069953 
 01/14  12:00:00,489458000.85003158,895053167.7069953 
 01/14  13:00:00,490608206.88557586,895053167.7069953 
 01/14  14:00:00,490234714.3783653,895053167.7069953 
 01/14  15:00:00,490179997.2112131,895053167.7069953 
 01/14  16:00:00,493640631.47343769,895053167.7069953 
 01/14  17:00:00,497368689.6346779,895053167.7069953 
 01/14  18:00:00,498144082.57633218,895053167.7069953 
 01/14  19:00:00,260862061.9452358,530029939.0677935 
 01/14  20:00:00,263820706.4686827,530029939.0677935 
 01/14  21:00:00,263820706.4686827,530029939.0677935 
 01/14  22:00:00,263820706.4686827,530029939.0677935 
 01/14  23:00:00,263820706.4686827,530029939.0677935 
 01/14  24:00:00,263820706.4686827,530029939.0677935 
 01/15  01:00:00,245515387.65196867,479754243.47684499 
 01/15  02:00:00,245515387.65196867,479754243.47684499 
 01/15  03:00:00,245515387.65196867,479754243.47684499 
 01/15  04:00:00,245515387.65196867,479754243.47684499 
 01/15  05:00:00,245515387.65196867,479754243.47684499 
 01/15  06:00:00,245515387.65196867,479754243.47684499 
 01/15  07:00:00,245515387.65196867,479754243.47684499 
 01/15  08:00:00,244953999.37523175,479754243.47684499 
 01/15  09:00:00,348079164.50269529,691307517.4197934 
 01/15  10:00:00,347974906.7998917,691307517.4197934 
 01/15  11:00:00,347935520.5566104,691307517.4197934 
 01/15  12:00:00,347901726.6805293,691307517.4197934 
 01/15  13:00:00,347901726.6805293,691307517.4197934 
 01/15  14:00:00,348234428.55373516,691307517.4197934 
 01/15  15:00:00,348555865.80158057,691307517.4197934 
 01/15  16:00:00,349271137.9477799,691307517.4197934 
 01/15  17:00:00,245069806.91366089,479754243.47684499 
 01/15  18:00:00,245515387.65196867,479754243.47684499 
 01/15  19:00:00,245515387.65196867,479754243.47684499 
 01/15  20:00:00,245515387.65196867,479754243.47684499 
 01/15  21:00:00,245515387.65196867,479754243.47684499 
 01/15  22:00:00,245515387.65196867,479754243.47684499 
 01/15  23:00:00,245515387.65196867,479754243.47684499 
 01/15  24:00:00,245515387.65196867,479754243.47684499 
 01/16  01:00:00,245515387.65196867,479754243.47684499 
 01/16  02:00:00,245515387.65196867,479754243.47684499 
 01/16  03:00:00,245515387.65196867,479754243.47684499 
 01/16  04:00:00,245515387.65196867,479754243.47684499 
 01/16  05:00:00,245515387.65196867,479754243.47684499 
 01/16  06:00:00,245515387.65196867,479754243.47684499 
 01/16  07:00:00,245515387.65196867,479754243.47684499 
 01/16  08:00:00,244707852.3837877,479754243.47684499 
 01/16  09:00:00,348048007.0282942,691307517.4197934 
 01/16  10:00:00,347969314.4326915,691307517.4197934 
 01/16  11:00:00,347969314.4326915,691307517.4197934 
 01/16  12:00:00,348098989.4326941,691307517.4197934 
 01/16  13:00:00,348691041.3059051,691307517.4197934 
 01/16  14:00:00,348645982.80446359,691307517.4197934 
 01/16  15:00:00,349085830.42695119,691307517.4197934 
 01/16  16:00:00,349378360.65239587,691307517.4197934 
 01/16  17:00:00,244835246.4063682,479754243.47684499 
 01/16  18:00:00,245515387.65196867,479754243.47684499 
 01/16  19:00:00,245515387.65196867,479754243.47684499 
 01/16  20:00:00,245515387.65196867,479754243.47684499 
 01/16  21:00:00,245515387.65196867,479754243.47684499 
 01/16  22:00:00,245515387.65196867,479754243.47684499 
 01/16  23:00:00,245515387.65196867,479754243.47684499 
 01/16  24:00:00,245515387.65196867,479754243.47684499 
 01/17  01:00:00,263820706.4686827,530029939.0677935 
 01/17  02:00:00,263820706.4686827,530029939.0677935 
 01/17  03:00:00,263820706.4686827,530029939.0677935 
 01/17  04:00:00,263820706.4686827,530029939.0677935 
 01/17  05:00:00,263820706.4686827,530029939.0677935 
 01/17  06:00:00,263820706.4686827,530029939.0677935 
 01/17  07:00:00,263820706.4686827,530029939.0677935 
 01/17  08:00:00,393413193.800048,963413257.5306101 
 01/17  09:00:00,696569619.8342551,1236853616.8250707 
 01/17  10:00:00,695861386.473831,1236853616.8250707 
 01/17  11:00:00,695861386.473831,1236853616.8250707 
 01/17  12:00:00,695861386.473831,1236853616.8250707 
 01/17  13:00:00,696253446.7043904,1236853616.8250707 
 01/17  14:00:00,695949301.8196602,1236853616.8250707 
 01/17  15:00:00,695573080.4219627,1236853616.8250707 
 01/17  16:00:00,696418341.6295192,1236853616.8250707 
 01/17  17:00:00,325177377.00983378,826693077.8833808 
 01/17  18:00:00,328166048.16519817,826693077.8833808 
 01/17  19:00:00,328166048.16519817,826693077.8833808 
 01/17  20:00:00,328166048.16519817,826693077.8833808 
 01/17  21:00:00,328166048.16519817,826693077.8833808 
 01/17  22:00:00,328166048.16519817,826693077.8833808 
 01/17  23:00:00,337041981.7355389,791858908.6016902 
 01/17  24:00:00,263820706.4686827,530029939.0677935 
 01/18  01:00:00,263820706.4686827,530029939.0677935 
 01/18  02:00:00,263820706.4686827,530029939.0677935 
 01/18  03:00:00,263820706.4686827,530029939.0677935 
 01/18  04:00:00,263820706.4686827,530029939.0677935 
 01/18  05:00:00,263820706.4686827,530029939.0677935 
 01/18  06:00:00,263820706.4686827,530029939.0677935 
 01/18  07:00:00,263820706.4686827,530029939.0677935 
 01/18  08:00:00,393168251.9924422,963413257.5306101 
 01/18  09:00:00,696569619.8342551,1236853616.8250707 
 01/18  10:00:00,695861386.473831,1236853616.8250707 
 01/18  11:00:00,695861386.473831,1236853616.8250707 
 01/18  12:00:00,696028111.4738344,1236853616.8250707 
 01/18  13:00:00,696253446.7043904,1236853616.8250707 
 01/18  14:00:00,695949301.8196602,1236853616.8250707 
 01/18  15:00:00,695739805.4219661,1236853616.8250707 
 01/18  16:00:00,696418341.6295192,1236853616.8250707 
 01/18  17:00:00,325177377.00983378,826693077.8833808 
 01/18  18:00:00,328166048.16519817,826693077.8833808 
 01/18  19:00:00,328166048.16519817,826693077.8833808 
 01/18  20:00:00,328166048.16519817,826693077.8833808 
 01/18  21:00:00,328166048.16519817,826693077.8833808 
 01/18  22:00:00,328166048.16519817,826693077.8833808 
 01/18  23:00:00,337041981.7355389,791858908.6016902 
 01/18  24:00:00,263820706.4686827,530029939.0677935 
 01/19  01:00:00,263820706.4686827,530029939.0677935 
 01/19  02:00:00,263820706.4686827,530029939.0677935 
 01/19  03:00:00,263820706.4686827,530029939.0677935 
 01/19  04:00:00,263820706.4686827,530029939.0677935 
 01/19  05:00:00,263820706.4686827,530029939.0677935 
 01/19  06:00:00,263820706.4686827,530029939.0677935 
 01/19  07:00:00,263820706.4686827,530029939.0677935 
 01/19  08:00:00,393686097.4436547,963413257.5306101 
 01/19  09:00:00,696601076.8997561,1236853616.8250707 
 01/19  10:00:00,695861386.473831,1236853616.8250707 
 01/19  11:00:00,695861386.473831,1236853616.8250707 
 01/19  12:00:00,695253096.7043707,1236853616.8250707 
 01/19  13:00:00,695253096.7043707,1236853616.8250707 
 01/19  14:00:00,695847920.1914167,1236853616.8250707 
 01/19  15:00:00,695138248.7937129,1236853616.8250707 
 01/19  16:00:00,696040404.9040089,1236853616.8250707 
 01/19  17:00:00,325307558.9380684,826693077.8833808 
 01/19  18:00:00,328166048.16519817,826693077.8833808 
 01/19  19:00:00,328166048.16519817,826693077.8833808 
 01/19  20:00:00,328166048.16519817,826693077.8833808 
 01/19  21:00:00,328166048.16519817,826693077.8833808 
 01/19  22:00:00,328166048.16519817,826693077.8833808 
 01/19  23:00:00,337041981.7355389,791858908.6016902 
 01/19  24:00:00,263820706.4686827,530029939.0677935 
 01/20  01:00:00,263820706.4686827,530029939.0677935 
 01/20  02:00:00,263820706.4686827,530029939.0677935 
 01/20  03:00:00,263820706.4686827,530029939.0677935 
 01/20  04:00:00,263820706.4686827,530029939.0677935 
 01/20  05:00:00,263820706.4686827,530029939.0677935 
 01/20  06:00:00,263820706.4686827,530029939.0677935 
 01/20  07:00:00,263820706.4686827,530029939.0677935 
 01/20  08:00:00,392858654.35990008,963413257.5306101 
 01/20  09:00:00,696358408.108748,1236853616.8250707 
 01/20  10:00:00,695861386.473831,1236853616.8250707 
 01/20  11:00:00,695861386.473831,1236853616.8250707 
 01/20  12:00:00,696361561.4738411,1236853616.8250707 
 01/20  13:00:00,696456209.9608772,1236853616.8250707 
 01/20  14:00:00,696282751.8196669,1236853616.8250707 
 01/20  15:00:00,696239980.4219761,1236853616.8250707 
 01/20  16:00:00,696418341.6295192,1236853616.8250707 
 01/20  17:00:00,325177377.00983378,826693077.8833808 
 01/20  18:00:00,328166048.16519817,826693077.8833808 
 01/20  19:00:00,328166048.16519817,826693077.8833808 
 01/20  20:00:00,328166048.16519817,826693077.8833808 
 01/20  21:00:00,328166048.16519817,826693077.8833808 
 01/20  22:00:00,328166048.16519817,826693077.8833808 
 01/20  23:00:00,337041981.7355389,791858908.6016902 
 01/20  24:00:00,263820706.4686827,530029939.0677935 
 01/21  01:00:00,263820706.4686827,530029939.0677935 
 01/21  02:00:00,263820706.4686827,530029939.0677935 
 01/21  03:00:00,263820706.4686827,530029939.0677935 
 01/21  04:00:00,263820706.4686827,530029939.0677935 
 01/21  05:00:00,263820706.4686827,530029939.0677935 
 01/21  06:00:00,263820706.4686827,530029939.0677935 
 01/21  07:00:00,263820706.4686827,530029939.0677935 
 01/21  08:00:00,293389082.8741803,689972898.2361503 
 01/21  09:00:00,490043122.2410914,895053167.7069953 
 01/21  10:00:00,489705982.38987997,895053167.7069953 
 01/21  11:00:00,489705982.38987997,895053167.7069953 
